scenario_id,origin,baseline_state,scenario,action_portfolio,n_actions,equipment_availability_before,equipment_downtime_h_before,maintenance_hours_before,drilling_delay_h_before,blast_delay_h_before,truck_count_before,haulage_delay_h_before,equipment_availability_after,equipment_downtime_h_after,maintenance_hours_after,drilling_delay_h_after,blast_delay_h_after,truck_count_after,haulage_delay_h_after,rainfall_7d_mm,soil_moisture_m3m3,production_normal_t,production_before_t,production_after_t,target_t,gap_before_t,gap_after_t,residual_gap_t,action_cost_proxy,provenance,recovery_t,uncertainty_recovery_sd_t
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1,1,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.9688,0.1237,0.5,1.4686,0.1153,8.2958,10.2147,54.2,0.5,8274.2,3945.7,4143.4,9247.5,5301.8,5104.1,5104.1,1,SIMULATED,197.69999999999982,969.8
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A2,1,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.9254,0.9915,0.5,1.0355,0.1425,10.3064,7.3715,54.2,0.5,8274.2,3945.7,5598.6,9247.5,5301.8,3648.9,3648.9,1,SIMULATED,1652.9000000000005,1536.5
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A3,1,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.8186,3.1827,0.4458,1.0068,0.0491,7.8584,7.9989,54.2,0.5,8274.2,3945.7,3902.4,9247.5,5301.8,5345.1,5345.1,1,SIMULATED,-43.29999999999973,1165.7
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1+A2,2,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.9152,1.1483,0.4816,1.96,0.0998,11.0929,6.8158,54.2,0.5,8274.2,3945.7,5795.6,9247.5,5301.8,3451.9,3451.9,2,SIMULATED,1849.9000000000005,1633.1
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1+A3,2,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.9032,1.4352,0.5,0.7342,0.1015,8.3625,9.1541,54.2,0.5,8274.2,3945.7,4233.3,9247.5,5301.8,5014.2,5014.2,2,SIMULATED,287.60000000000036,1305.7
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A2+A3,2,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.9254,0.9915,0.5,0.8562,0.1425,10.3064,7.3715,54.2,0.5,8274.2,3945.7,5598.6,9247.5,5301.8,3648.9,3648.9,2,SIMULATED,1652.9000000000005,1453.2
SIM_2021-09-03_HAULAGE_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1+A2+A3,3,0.7963,3.5271,0.4658,0.9722,0.1037,7.8764,7.7943,0.951,0.2612,0.4816,1.4219,0.116,11.1132,7.4509,54.2,0.5,8274.2,3945.7,5749.2,9247.5,5301.8,3498.3,3498.3,3,SIMULATED,1803.5,1400.0
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,NO_ACTION,0,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,150.5,0.5,8274.2,4758.5,4758.5,9247.5,4489.0,4489.0,4489.0,0,SIMULATED,0.0,0.0
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1,1,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.8518,2.4412,0.5,2.7173,0.1012,10.7915,4.8837,150.5,0.5,8274.2,4758.5,6384.8,9247.5,4489.0,2862.7,2862.7,1,SIMULATED,1626.3000000000002,2011.1
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A2,1,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.8051,3.4211,0.4776,2.3877,0.1353,11.481,2.3163,150.5,0.5,8274.2,4758.5,7861.7,9247.5,4489.0,1385.8,1385.8,1,SIMULATED,3103.2,1603.6
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A3,1,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.5823,7.8549,0.5,1.2715,0.1294,9.2141,3.017,150.5,0.5,8274.2,4758.5,4666.8,9247.5,4489.0,4580.7,4580.7,1,SIMULATED,-91.69999999999982,1488.8
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1+A2,2,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.6831,5.6284,0.5,2.4148,0.1214,13.4608,1.263,150.5,0.5,8274.2,4758.5,7294.5,9247.5,4489.0,1953.0,1953.0,2,SIMULATED,2536.0,2357.4
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1+A3,2,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.862,1.9952,0.5,1.5289,0.0828,10.8792,4.7595,150.5,0.5,8274.2,4758.5,6795.7,9247.5,4489.0,2451.8,2451.8,2,SIMULATED,2037.1999999999998,1516.3
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A2+A3,2,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.8051,3.4211,0.4776,1.4558,0.1353,11.481,2.3163,150.5,0.5,8274.2,4758.5,7861.7,9247.5,4489.0,1385.8,1385.8,2,SIMULATED,3103.2,1699.8
SIM_2021-09-03_COMBINED_DISRUPTION,2021-09-03,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1+A2+A3,3,0.5823,7.8549,0.5,2.3741,0.1485,9.3542,2.908,0.6831,5.6284,0.5,1.4862,0.1214,13.4608,1.263,150.5,0.5,8274.2,4758.5,7294.5,9247.5,4489.0,1953.0,1953.0,3,SIMULATED,2536.0,1571.8
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,NO_ACTION,0,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,52.2,0.486,7738.5,7738.5,7738.5,9247.5,1509.0,1509.0,1509.0,0,SIMULATED,0.0,0.0
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A1,1,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.9369,0.7615,0.5,2.0699,0.1506,11.87,3.5326,52.2,0.486,7738.5,7738.5,8295.0,9247.5,1509.0,952.5,952.5,1,SIMULATED,556.5,1132.2
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A2,1,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.8794,2.4114,0.0,1.0659,0.1397,14.0994,0.5392,52.2,0.486,7738.5,7738.5,9883.4,9247.5,1509.0,0.0,0.0,1,SIMULATED,2144.8999999999996,1184.6
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A3,1,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.8747,2.0762,0.429,1.2098,0.137,11.4072,3.6544,52.2,0.486,7738.5,7738.5,7684.8,9247.5,1509.0,1562.7,1562.7,1,SIMULATED,-53.69999999999982,1384.9
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A1+A2,2,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.9441,1.1173,0.0,1.0528,0.1026,14.6798,0.6015,52.2,0.486,7738.5,7738.5,10613.1,9247.5,1509.0,0.0,0.0,2,SIMULATED,2874.6000000000004,1420.6
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A1+A3,2,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.9527,0.945,0.0,1.0734,0.2075,11.9258,3.8043,52.2,0.486,7738.5,7738.5,8301.8,9247.5,1509.0,945.7,945.7,2,SIMULATED,563.2999999999993,1451.4
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A2+A3,2,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.8794,2.4114,0.0,0.7124,0.1397,14.0994,0.5392,52.2,0.486,7738.5,7738.5,9883.4,9247.5,1509.0,0.0,0.0,2,SIMULATED,2144.8999999999996,1691.9
SIM_2021-09-17_NORMAL,2021-09-17,SIMULATED_HISTORY_STATE,NORMAL,A1+A2+A3,3,0.9071,1.4299,0.429,1.5836,0.1971,11.3845,4.0007,0.9445,1.1108,0.0,1.023,0.1246,14.7409,0.5682,52.2,0.486,7738.5,7738.5,10724.5,9247.5,1509.0,0.0,0.0,3,SIMULATED,2986.0,1553.4
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,NO_ACTION,0,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,152.5,0.486,7738.5,7448.4,7448.4,9247.5,1799.1,1799.1,1799.1,0,SIMULATED,0.0,0.0
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A1,1,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.9369,0.7615,0.5,3.117,0.1465,11.87,4.0217,152.5,0.486,7738.5,7448.4,7950.4,9247.5,1799.1,1297.1,1297.1,1,SIMULATED,502.0,1153.0
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A2,1,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.8794,2.4114,0.0,2.3137,0.1384,14.0994,0.8641,152.5,0.486,7738.5,7448.4,9651.0,9247.5,1799.1,0.0,0.0,1,SIMULATED,2202.6000000000004,1196.9
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A3,1,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.8747,2.0762,0.429,1.7877,0.1323,11.4072,4.0175,152.5,0.486,7738.5,7448.4,7431.9,9247.5,1799.1,1815.6,1815.6,1,SIMULATED,-16.5,1266.9
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A1+A2,2,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.9441,1.1173,0.0,2.3237,0.1023,14.6798,0.7459,152.5,0.486,7738.5,7448.4,10509.0,9247.5,1799.1,0.0,0.0,2,SIMULATED,3060.6000000000004,1521.8
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A1+A3,2,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.9527,0.945,0.0,1.6953,0.2013,11.9258,4.2782,152.5,0.486,7738.5,7448.4,7971.8,9247.5,1799.1,1275.7,1275.7,2,SIMULATED,523.4000000000005,1295.9
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A2+A3,2,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.8794,2.4114,0.0,1.3602,0.1384,14.0994,0.8641,152.5,0.486,7738.5,7448.4,9651.0,9247.5,1799.1,0.0,0.0,2,SIMULATED,2202.6000000000004,1610.6
SIM_2021-09-17_HEAVY_RAIN,2021-09-17,SIMULATED_HISTORY_STATE,HEAVY_RAIN,A1+A2+A3,3,0.9071,1.4299,0.429,2.7366,0.1903,11.3845,4.4195,0.9565,0.8698,0.0,1.7264,0.089,14.7034,1.2036,152.5,0.486,7738.5,7448.4,10191.3,9247.5,1799.1,0.0,0.0,3,SIMULATED,2742.8999999999996,1489.5
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,NO_ACTION,0,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,52.2,0.486,7738.5,6644.9,6644.9,9247.5,2602.6,2602.6,2602.6,0,SIMULATED,0.0,0.0
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A1,1,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.8959,1.5661,0.0,0.9337,0.2407,10.4729,4.2208,52.2,0.486,7738.5,6644.9,7288.5,9247.5,2602.6,1959.0,1959.0,1,SIMULATED,643.6000000000004,1212.5
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A2,1,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.7323,5.2978,0.0,1.5008,0.1315,12.0834,2.2828,52.2,0.486,7738.5,6644.9,7174.0,9247.5,2602.6,2073.5,2073.5,1,SIMULATED,529.1000000000004,1270.9
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A3,1,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.8652,2.6421,0.0,0.9504,0.1726,8.7679,5.8392,52.2,0.486,7738.5,6644.9,6044.9,9247.5,2602.6,3202.6,3202.6,1,SIMULATED,-600.0,1160.7
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A1+A2,2,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.9305,1.3897,0.0,1.2911,0.2571,12.9874,1.872,52.2,0.486,7738.5,6644.9,9445.5,9247.5,2602.6,0.0,0.0,2,SIMULATED,2800.6000000000004,1506.9
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A1+A3,2,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.895,1.8024,0.0,0.7737,0.2526,10.4584,4.2769,52.2,0.486,7738.5,6644.9,7359.8,9247.5,2602.6,1887.7,1887.7,2,SIMULATED,714.9000000000005,1417.0
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A2+A3,2,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.6838,6.2673,0.0,1.354,0.18,11.9182,1.91,52.2,0.486,7738.5,6644.9,6680.3,9247.5,2602.6,2567.2,2567.2,2,SIMULATED,35.400000000000546,1541.4
SIM_2021-09-17_EQUIPMENT_DEGRADATION,2021-09-17,SIMULATED_HISTORY_STATE,EQUIPMENT_DEGRADATION,A1+A2+A3,3,0.8265,3.417,0.0,1.1075,0.2131,9.5155,4.365,0.9298,0.6722,0.5,1.0795,0.332,13.028,1.4746,52.2,0.486,7738.5,6644.9,9801.8,9247.5,2602.6,0.0,0.0,3,SIMULATED,3156.8999999999996,1565.6
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,NO_ACTION,0,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,52.2,0.486,7738.5,5902.0,5902.0,9247.5,3345.5,3345.5,3345.5,0,SIMULATED,0.0,0.0
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A1,1,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.9369,0.7615,0.5,2.0699,0.1506,11.87,3.5326,52.2,0.486,7738.5,5902.0,8295.0,9247.5,3345.5,952.5,952.5,1,SIMULATED,2393.0,2678.0
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A2,1,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.8794,2.4114,0.0,1.0659,7.2465,14.0994,0.5392,52.2,0.486,7738.5,5902.0,4800.0,9247.5,3345.5,4447.5,4447.5,1,SIMULATED,-1102.0,2194.1
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A3,1,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.8747,2.0762,0.429,1.2098,0.137,11.4072,3.6544,52.2,0.486,7738.5,5902.0,7684.8,9247.5,3345.5,1562.7,1562.7,1,SIMULATED,1782.8000000000002,2218.4
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A1+A2,2,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.9441,1.1173,0.0,1.0528,0.1026,14.6798,0.6015,52.2,0.486,7738.5,5902.0,10613.1,9247.5,3345.5,0.0,0.0,2,SIMULATED,4711.1,2848.1
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A1+A3,2,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.9527,0.945,0.0,1.0734,0.2075,11.9258,3.8043,52.2,0.486,7738.5,5902.0,8301.8,9247.5,3345.5,945.7,945.7,2,SIMULATED,2399.7999999999993,2152.3
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A2+A3,2,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.8794,2.4114,0.0,0.7124,0.1397,14.0994,0.5392,52.2,0.486,7738.5,5902.0,9883.4,9247.5,3345.5,0.0,0.0,2,SIMULATED,3981.3999999999996,2029.2
SIM_2021-09-17_BLAST_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,BLAST_DELAY,A1+A2+A3,3,0.9071,1.4299,0.429,1.5836,2.8201,11.3845,4.0007,0.9445,1.1108,0.0,1.023,0.1246,14.7409,0.5682,52.2,0.486,7738.5,5902.0,10724.5,9247.5,3345.5,0.0,0.0,3,SIMULATED,4822.5,2110.0
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,NO_ACTION,0,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,52.2,0.486,7738.5,8145.3,8145.3,9247.5,1102.2,1102.2,1102.2,0,SIMULATED,0.0,0.0
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A1,1,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.9408,0.5203,0.5,2.3874,0.2759,11.8953,3.6469,52.2,0.486,7738.5,8145.3,8392.3,9247.5,1102.2,855.2,855.2,1,SIMULATED,246.9999999999991,1187.9
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A2,1,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.8794,2.4114,0.0,2.4181,0.2636,14.3736,0.3903,52.2,0.486,7738.5,8145.3,9817.8,9247.5,1102.2,0.0,0.0,1,SIMULATED,1672.499999999999,1260.8
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A3,1,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.9121,1.7575,0.0,2.1108,0.2149,11.3729,3.6984,52.2,0.486,7738.5,8145.3,8128.9,9247.5,1102.2,1118.6,1118.6,1,SIMULATED,-16.400000000000546,1330.7
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A1+A2,2,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.9134,1.4606,0.0,2.964,0.2505,14.761,0.7107,52.2,0.486,7738.5,8145.3,10125.4,9247.5,1102.2,0.0,0.0,2,SIMULATED,1980.0999999999995,1299.8
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A1+A3,2,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.9389,0.9193,0.0,2.1458,0.228,11.8122,4.0493,52.2,0.486,7738.5,8145.3,8010.0,9247.5,1102.2,1237.5,1237.5,2,SIMULATED,-135.30000000000018,1461.8
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A2+A3,2,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.8365,3.27,0.0,2.0128,0.1598,14.2381,0.8504,52.2,0.486,7738.5,8145.3,9083.2,9247.5,1102.2,164.3,164.3,2,SIMULATED,937.9000000000005,1554.0
SIM_2021-09-17_DRILL_DELAY,2021-09-17,SIMULATED_HISTORY_STATE,DRILL_DELAY,A1+A2+A3,3,0.9121,1.7575,0.0,2.7608,0.208,11.3729,3.6951,0.9298,1.308,0.0,1.7083,0.2362,14.7277,0.3612,52.2,0.486,7738.5,8145.3,10758.7,9247.5,1102.2,0.0,0.0,3,SIMULATED,2613.4000000000005,1504.3
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,NO_ACTION,0,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,52.2,0.486,7738.5,4048.7,4048.7,9247.5,5198.8,5198.8,5198.8,0,SIMULATED,0.0,0.0
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1,1,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.9605,0.2177,0.5,1.2256,0.1103,8.2286,10.074,52.2,0.486,7738.5,4048.7,4282.3,9247.5,5198.8,4965.2,4965.2,1,SIMULATED,233.60000000000036,969.8
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A2,1,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.9585,0.3305,0.5,1.0394,0.1619,10.4121,7.6229,52.2,0.486,7738.5,4048.7,5846.3,9247.5,5198.8,3401.2,3401.2,1,SIMULATED,1797.6000000000004,1536.5
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A3,1,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.9173,1.1544,0.5,0.762,0.126,7.7662,9.7155,52.2,0.486,7738.5,4048.7,4025.0,9247.5,5198.8,5222.5,5222.5,1,SIMULATED,-23.699999999999818,1165.7
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1+A2,2,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.881,2.3081,0.0,0.9668,0.1441,10.9333,5.9992,52.2,0.486,7738.5,4048.7,6212.0,9247.5,5198.8,3035.5,3035.5,2,SIMULATED,2163.3,1633.1
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1+A3,2,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.9683,0.1322,0.5,1.0912,0.1141,8.2354,10.2831,52.2,0.486,7738.5,4048.7,4298.3,9247.5,5198.8,4949.2,4949.2,2,SIMULATED,249.60000000000036,1305.7
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A2+A3,2,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.9585,0.3305,0.5,0.8488,0.1569,10.4378,7.6362,52.2,0.486,7738.5,4048.7,5911.4,9247.5,5198.8,3336.1,3336.1,2,SIMULATED,1862.6999999999998,1453.2
SIM_2021-09-17_HAULAGE_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,HAULAGE_DISRUPTION,A1+A2+A3,3,0.8901,1.6986,0.5,0.9098,0.1093,7.7662,9.2469,0.8937,2.1254,0.0,0.65,0.1303,10.9196,6.2785,52.2,0.486,7738.5,4048.7,6223.4,9247.5,5198.8,3024.1,3024.1,3,SIMULATED,2174.7,1400.0
SIM_2021-09-17_COMBINED_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,NO_ACTION,0,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,152.5,0.486,7738.5,6235.8,6235.8,9247.5,3011.7,3011.7,3011.7,0,SIMULATED,0.0,0.0
SIM_2021-09-17_COMBINED_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1,1,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,0.8872,1.9584,0.0,2.4605,0.2695,10.6211,4.8739,152.5,0.486,7738.5,6235.8,6734.9,9247.5,3011.7,2512.6,2512.6,1,SIMULATED,499.09999999999945,2011.1
SIM_2021-09-17_COMBINED_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A2,1,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,0.6872,6.2558,0.0,2.8704,0.1228,12.0619,1.9709,152.5,0.486,7738.5,6235.8,6434.7,9247.5,3011.7,2812.8,2812.8,1,SIMULATED,198.89999999999964,1603.6
SIM_2021-09-17_COMBINED_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A3,1,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,0.8652,2.6421,0.0,1.5868,0.1673,8.7679,6.1167,152.5,0.486,7738.5,6235.8,5852.4,9247.5,3011.7,3395.1,3395.1,1,SIMULATED,-383.40000000000055,1488.8
SIM_2021-09-17_COMBINED_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1+A2,2,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,0.9305,1.3897,0.0,2.5138,0.2524,12.9874,2.2647,152.5,0.486,7738.5,6235.8,9168.0,9247.5,3011.7,79.5,79.5,2,SIMULATED,2932.2,2357.4
SIM_2021-09-17_COMBINED_DISRUPTION,2021-09-17,SIMULATED_HISTORY_STATE,COMBINED_DISRUPTION,A1+A3,2,0.8694,2.5587,0.0,2.6927,0.1686,9.5415,5.5049,0.8949,1.8048,0.0,1.6616,0.248,10.6555,4.9244,152.5,0.486,7738.5,6235.8,6808.9,9247.5,3011.7,2438.6,2438.6,2,SIMULATED,573.0999999999995,1516.3
