date,mine_id,synthetic_mine_id,target_tonnes,actual_tonnes,equipment_availability,equipment_downtime_h,maintenance_hours,drilling_delay_h,blast_delay_h,truck_count,haulage_delay_h,utilization,rainfall_mm,soil_moisture_m3m3,temperature_max_c,rainfall_source,ops_data_mode,weather_data_mode
2022-09-05,DEMO_MINE,SYN_MINE_01,1370.2,856.2,0.497,10.061,0.0,0.0,0.038,10.8,0.0,0.8754,5.73,0.481,29.8,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-06,DEMO_MINE,SYN_MINE_01,1370.2,1233.9,0.8196,3.609,0.0,1.46,0.0,12.19,1.88,0.8472,0.34,0.464,31.8,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-07,DEMO_MINE,SYN_MINE_01,1370.2,625.1,0.3734,12.533,0.0,0.0,0.102,11.62,0.251,0.8866,0.0,0.458,31.7,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-08,DEMO_MINE,SYN_MINE_01,1370.2,1136.8,0.7988,4.025,0.0,0.0,0.01,11.91,2.522,0.8583,18.59,0.456,32.22,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-09,DEMO_MINE,SYN_MINE_01,1370.2,1148.4,0.7557,4.885,0.0,0.805,0.248,11.68,1.037,0.8364,0.0,0.454,32.69,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-10,DEMO_MINE,SYN_MINE_01,1370.2,1120.4,0.8021,0.458,3.5,2.296,0.0,10.4,3.169,0.8779,0.0,0.458,32.65,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-11,DEMO_MINE,SYN_MINE_01,1164.7,935.9,0.9264,1.473,0.0,5.106,0.655,10.89,3.537,0.7419,5.68,0.491,31.61,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-12,DEMO_MINE,SYN_MINE_01,1370.2,960.9,0.6136,7.729,0.0,3.292,0.226,11.36,0.745,0.857,17.29,0.509,27.69,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-13,DEMO_MINE,SYN_MINE_01,1370.2,804.7,0.5,10.0,0.0,2.199,0.197,11.49,0.0,0.838,50.09,0.514,27.08,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-14,DEMO_MINE,SYN_MINE_01,1370.2,970.5,0.7732,4.537,0.0,2.204,0.16,11.32,2.401,0.8062,21.91,0.505,28.75,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-15,DEMO_MINE,SYN_MINE_01,1370.2,1076.6,1.0,0.0,0.0,3.67,0.305,11.8,6.188,0.8629,50.59,0.5,28.33,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-16,DEMO_MINE,SYN_MINE_01,1370.2,1209.0,0.8905,2.19,0.0,1.542,0.375,12.37,2.691,0.8634,9.79,0.493,28.92,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-17,DEMO_MINE,SYN_MINE_01,1370.2,972.8,0.6677,6.646,0.0,1.667,0.021,11.21,1.665,0.8467,41.26,0.5,29.07,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-18,DEMO_MINE,SYN_MINE_01,1164.7,1010.3,0.7374,5.252,0.0,2.444,0.141,11.41,1.003,0.7691,1.05,0.483,30.61,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-19,DEMO_MINE,SYN_MINE_01,1370.2,1329.5,1.0,0.0,0.0,1.02,0.006,11.36,4.241,0.8878,0.0,0.468,31.96,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-20,DEMO_MINE,SYN_MINE_01,1370.2,1221.7,0.8591,2.651,0.0,0.0,0.138,12.6,2.503,0.8739,6.71,0.483,31.24,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-21,DEMO_MINE,SYN_MINE_01,1370.2,1098.5,0.9735,0.531,0.0,1.866,0.0,12.32,5.829,0.859,68.82,0.504,28.64,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-22,DEMO_MINE,SYN_MINE_01,1370.2,622.0,0.7846,4.308,0.0,4.581,0.038,11.94,5.724,0.5216,50.68,0.501,27.38,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-23,DEMO_MINE,SYN_MINE_01,1370.2,1347.8,1.0,0.0,0.0,1.519,0.0,12.26,4.014,0.8581,6.0,0.492,27.36,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-24,DEMO_MINE,SYN_MINE_01,1370.2,1083.9,0.825,0.0,3.5,0.361,0.115,10.88,3.364,0.8812,0.0,0.481,28.56,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-25,DEMO_MINE,SYN_MINE_01,1164.7,997.7,1.0,0.0,0.0,1.484,0.202,10.69,4.471,0.7394,0.0,0.481,30.66,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-26,DEMO_MINE,SYN_MINE_01,1370.2,1065.3,1.0,0.0,0.0,1.589,0.163,10.27,4.946,0.7948,1.33,0.464,31.12,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-27,DEMO_MINE,SYN_MINE_01,1370.2,1249.5,0.7923,4.154,0.0,2.758,0.0,12.19,1.073,0.8643,1.07,0.434,31.33,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-28,DEMO_MINE,SYN_MINE_01,1370.2,1557.7,1.0,0.0,0.0,1.809,0.064,12.28,1.284,0.8605,0.0,0.414,31.74,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-29,DEMO_MINE,SYN_MINE_01,1370.2,869.1,0.5249,6.002,3.5,1.289,0.057,12.58,0.0,0.8461,12.14,0.397,31.81,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-09-30,DEMO_MINE,SYN_MINE_01,1370.2,1525.9,1.0,0.0,0.0,0.251,0.0,11.68,1.321,0.83,2.92,0.386,32.61,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-01,DEMO_MINE,SYN_MINE_01,1522.5,1546.6,1.0,0.0,0.0,0.0,0.357,12.08,0.513,0.8252,0.0,0.372,32.48,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-02,DEMO_MINE,SYN_MINE_01,1294.1,1360.0,0.9687,0.626,0.0,0.0,0.333,12.17,0.114,0.7156,0.29,0.362,32.62,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-03,DEMO_MINE,SYN_MINE_01,1522.5,1499.2,0.8873,2.254,0.0,0.0,0.005,12.3,0.296,0.8664,0.0,0.351,32.65,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-04,DEMO_MINE,SYN_MINE_01,1522.5,866.7,0.5341,9.319,0.0,0.0,0.36,11.19,0.0,0.8546,0.0,0.367,30.99,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-05,DEMO_MINE,SYN_MINE_01,1522.5,1371.1,0.9412,1.176,0.0,0.0,0.727,12.15,1.386,0.8546,3.52,0.435,30.55,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-06,DEMO_MINE,SYN_MINE_01,1522.5,1238.0,0.883,2.34,0.0,0.467,0.416,12.61,2.318,0.8592,0.0,0.495,31.03,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-07,DEMO_MINE,SYN_MINE_01,1522.5,993.2,0.652,6.96,0.0,0.016,0.847,11.52,0.207,0.8588,6.57,0.496,29.56,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-08,DEMO_MINE,SYN_MINE_01,1522.5,1235.2,0.891,1.208,0.0,1.359,0.186,12.15,2.747,0.8504,4.14,0.491,30.58,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-09,DEMO_MINE,SYN_MINE_01,1294.1,764.0,0.6474,7.052,0.0,1.871,0.243,11.54,1.245,0.7103,0.14,0.474,31.72,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-10,DEMO_MINE,SYN_MINE_01,1522.5,897.5,0.7345,5.31,0.0,0.0,0.061,10.52,3.636,0.8699,0.0,0.487,30.39,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-11,DEMO_MINE,SYN_MINE_01,1522.5,1346.0,1.0,0.0,0.0,0.152,0.098,12.2,4.458,0.903,2.6,0.506,29.01,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-12,DEMO_MINE,SYN_MINE_01,1522.5,1138.7,0.9641,0.718,0.0,2.251,0.036,11.39,5.384,0.8764,28.08,0.502,28.87,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-13,DEMO_MINE,SYN_MINE_01,1522.5,1063.4,0.825,0.0,3.5,0.0,0.243,10.9,3.004,0.8435,2.85,0.486,29.87,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-14,DEMO_MINE,SYN_MINE_01,1522.5,1256.0,1.0,0.0,0.0,0.0,0.242,11.5,3.552,0.8295,0.0,0.459,29.6,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-15,DEMO_MINE,SYN_MINE_01,1522.5,1397.2,1.0,0.0,0.0,0.461,0.0,11.54,3.148,0.854,1.34,0.439,29.73,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-16,DEMO_MINE,SYN_MINE_01,1294.1,821.1,0.6705,3.09,3.5,0.0,0.0,11.07,2.02,0.7584,0.13,0.442,30.29,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-17,DEMO_MINE,SYN_MINE_01,1522.5,1409.1,1.0,0.0,0.0,0.0,0.018,11.57,3.96,0.9007,0.0,0.465,29.68,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-18,DEMO_MINE,SYN_MINE_01,1522.5,1118.1,1.0,0.0,0.0,0.734,0.0,10.6,5.397,0.8289,9.55,0.478,28.57,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-19,DEMO_MINE,SYN_MINE_01,1522.5,1337.5,1.0,0.0,0.0,2.189,0.177,10.7,4.843,0.9157,0.13,0.455,29.54,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-20,DEMO_MINE,SYN_MINE_01,1522.5,1285.1,1.0,0.0,0.0,0.676,0.21,11.51,2.692,0.8017,0.0,0.433,29.97,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-21,DEMO_MINE,SYN_MINE_01,1522.5,1527.2,1.0,0.0,0.0,0.878,0.356,12.76,0.932,0.8437,0.0,0.422,29.72,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-22,DEMO_MINE,SYN_MINE_01,1522.5,1422.1,1.0,0.0,0.0,0.0,0.458,11.87,1.576,0.8284,0.0,0.41,29.61,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-23,DEMO_MINE,SYN_MINE_01,1294.1,1327.1,1.0,0.0,0.0,0.0,0.508,11.96,0.742,0.7361,0.0,0.39,29.63,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-24,DEMO_MINE,SYN_MINE_01,1522.5,1556.1,0.9396,1.208,0.0,0.0,0.243,13.0,0.0,0.85,0.0,0.372,29.03,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-25,DEMO_MINE,SYN_MINE_01,1522.5,1598.8,0.9761,0.479,0.0,0.0,0.293,12.74,0.0,0.8453,0.0,0.363,29.8,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-26,DEMO_MINE,SYN_MINE_01,1522.5,1416.3,0.8258,3.032,0.0,0.959,0.204,12.22,0.0,0.8852,0.0,0.36,30.17,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-27,DEMO_MINE,SYN_MINE_01,1522.5,1500.9,1.0,0.0,0.0,0.0,0.542,11.47,1.05,0.8467,0.0,0.362,30.55,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-28,DEMO_MINE,SYN_MINE_01,1522.5,1322.1,0.8909,1.519,0.0,1.624,0.09,10.03,2.108,0.8651,0.0,0.359,30.44,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-29,DEMO_MINE,SYN_MINE_01,1522.5,1600.9,1.0,0.0,0.0,0.0,0.259,11.55,1.354,0.8776,0.0,0.356,29.97,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-30,DEMO_MINE,SYN_MINE_01,1294.1,1118.9,0.825,0.0,3.5,0.0,0.0,11.52,0.769,0.7287,0.0,0.352,28.46,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-10-31,DEMO_MINE,SYN_MINE_01,1522.5,1310.3,0.8081,3.838,0.0,0.719,0.371,12.71,0.022,0.8532,0.0,0.34,29.03,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-01,DEMO_MINE,SYN_MINE_01,1522.5,1844.6,0.9549,0.901,0.0,0.806,0.0,12.65,0.0,0.9563,0.0,0.333,28.82,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-02,DEMO_MINE,SYN_MINE_01,1522.5,1340.9,0.825,0.0,3.5,0.653,0.0,12.33,0.233,0.8097,0.0,0.328,29.77,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-03,DEMO_MINE,SYN_MINE_01,1522.5,1685.9,1.0,0.0,0.0,0.0,0.107,12.47,0.153,0.8546,0.0,0.326,30.65,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-04,DEMO_MINE,SYN_MINE_01,1522.5,1695.6,1.0,0.0,0.0,0.0,0.039,11.82,0.842,0.883,0.0,0.327,31.43,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-05,DEMO_MINE,SYN_MINE_01,1522.5,1131.9,0.8491,3.017,0.0,1.543,0.309,13.0,2.315,0.6986,0.0,0.326,31.89,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-06,DEMO_MINE,SYN_MINE_01,1294.1,823.5,0.5727,8.545,0.0,0.0,0.103,11.72,0.0,0.7284,0.0,0.326,31.56,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-07,DEMO_MINE,SYN_MINE_01,1522.5,1393.4,1.0,0.0,0.0,1.243,0.166,10.35,2.544,0.8286,0.0,0.321,31.1,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-08,DEMO_MINE,SYN_MINE_01,1522.5,1596.3,0.9738,0.524,0.0,0.0,0.33,12.52,0.124,0.8586,0.0,0.311,30.7,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-09,DEMO_MINE,SYN_MINE_01,1522.5,1071.5,0.7094,5.813,0.0,0.956,0.681,11.46,0.738,0.8724,0.0,0.307,30.1,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-10,DEMO_MINE,SYN_MINE_01,1522.5,1616.8,1.0,0.0,0.0,0.0,0.283,12.27,0.158,0.8295,0.0,0.3,30.22,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-11,DEMO_MINE,SYN_MINE_01,1522.5,1540.4,1.0,0.0,0.0,2.191,0.744,11.9,0.444,0.847,0.0,0.289,29.44,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-12,DEMO_MINE,SYN_MINE_01,1522.5,571.3,1.0,0.0,0.0,1.504,10.822,12.32,0.0,0.8207,0.0,0.288,28.54,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-13,DEMO_MINE,SYN_MINE_01,1294.1,0.0,1.0,0.0,0.0,1.241,15.344,12.41,0.055,0.77,0.0,0.283,27.89,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-14,DEMO_MINE,SYN_MINE_01,1522.5,0.0,0.7277,5.445,0.0,0.56,11.13,10.76,1.032,0.8356,0.0,0.279,28.34,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-15,DEMO_MINE,SYN_MINE_01,1522.5,1193.6,0.7386,5.229,0.0,3.233,0.386,12.14,0.0,0.8444,0.0,0.272,29.13,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-16,DEMO_MINE,SYN_MINE_01,1522.5,944.6,0.5709,8.582,0.0,0.273,0.0,12.13,0.0,0.8072,0.0,0.271,28.89,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-17,DEMO_MINE,SYN_MINE_01,1522.5,1500.7,0.8465,3.069,0.0,1.337,0.106,11.84,0.0,0.8684,0.0,0.27,27.86,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-18,DEMO_MINE,SYN_MINE_01,1522.5,1440.3,0.825,0.0,3.5,0.0,0.03,11.87,0.0,0.8664,0.0,0.265,26.93,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-19,DEMO_MINE,SYN_MINE_01,1522.5,1677.0,1.0,0.0,0.0,0.539,0.325,12.5,0.036,0.8701,0.0,0.265,26.27,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-20,DEMO_MINE,SYN_MINE_01,1294.1,734.3,0.5258,5.984,3.5,0.847,0.269,12.38,0.0,0.7371,0.0,0.26,26.04,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-21,DEMO_MINE,SYN_MINE_01,1522.5,1575.1,1.0,0.0,0.0,1.201,0.097,12.76,0.0,0.7934,0.0,0.255,26.63,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-22,DEMO_MINE,SYN_MINE_01,1522.5,1182.4,0.688,6.241,0.0,0.714,0.0,11.69,0.0,0.8423,0.0,0.259,27.81,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-23,DEMO_MINE,SYN_MINE_01,1522.5,1308.2,1.0,0.0,0.0,0.02,1.781,10.86,1.898,0.8448,0.0,0.259,27.17,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-24,DEMO_MINE,SYN_MINE_01,1522.5,0.0,1.0,0.0,0.0,0.89,15.253,11.24,1.289,0.8271,0.0,0.265,27.69,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-25,DEMO_MINE,SYN_MINE_01,1522.5,0.0,1.0,0.0,0.0,2.313,15.507,11.46,1.009,0.8258,0.0,0.264,27.3,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-26,DEMO_MINE,SYN_MINE_01,1522.5,0.0,0.8321,3.358,0.0,0.769,13.66,11.98,0.402,0.8449,0.0,0.26,27.18,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-27,DEMO_MINE,SYN_MINE_01,1294.1,0.0,0.8589,2.62,0.0,1.846,12.735,12.1,0.0,0.7413,0.0,0.26,27.59,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-28,DEMO_MINE,SYN_MINE_01,1522.5,0.0,0.9366,1.268,0.0,0.445,14.976,12.17,0.385,0.8201,0.0,0.255,28.12,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-29,DEMO_MINE,SYN_MINE_01,1522.5,0.0,0.8151,3.698,0.0,0.0,13.78,12.53,0.0,0.8453,0.0,0.251,27.87,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-11-30,DEMO_MINE,SYN_MINE_01,1522.5,1000.4,0.5871,8.257,0.0,0.0,0.086,11.99,0.0,0.8539,0.0,0.25,27.82,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-01,DEMO_MINE,SYN_MINE_01,1522.5,1628.7,1.0,0.0,0.0,0.0,0.454,12.52,0.201,0.8569,0.0,0.25,26.95,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-02,DEMO_MINE,SYN_MINE_01,1522.5,1659.7,1.0,0.0,0.0,0.962,0.951,13.0,0.0,0.8968,0.0,0.25,27.65,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-03,DEMO_MINE,SYN_MINE_01,1522.5,511.2,1.0,0.0,0.0,0.0,11.732,12.1,0.396,0.868,0.0,0.249,27.86,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-04,DEMO_MINE,SYN_MINE_01,1294.1,0.0,1.0,0.0,0.0,2.449,13.482,11.28,1.126,0.7304,0.0,0.249,28.23,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-05,DEMO_MINE,SYN_MINE_01,1522.5,1103.0,0.825,0.0,3.5,1.164,0.092,10.96,2.479,0.7281,0.0,0.247,27.98,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-06,DEMO_MINE,SYN_MINE_01,1522.5,1513.7,1.0,0.0,0.0,0.0,0.579,12.06,0.255,0.816,0.0,0.248,27.76,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-07,DEMO_MINE,SYN_MINE_01,1522.5,866.6,1.0,0.0,0.0,4.809,0.078,12.33,5.411,0.45,0.0,0.245,25.8,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-08,DEMO_MINE,SYN_MINE_01,1522.5,1305.0,0.825,0.0,3.5,1.312,0.215,11.3,0.711,0.8598,0.0,0.248,25.56,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-09,DEMO_MINE,SYN_MINE_01,1522.5,1541.2,1.0,0.0,0.0,0.0,0.325,11.17,1.512,0.8801,0.0,0.25,26.38,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-10,DEMO_MINE,SYN_MINE_01,1522.5,1566.3,0.9407,1.187,0.0,0.0,0.0,12.76,0.0,0.8374,0.0,0.251,27.79,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-11,DEMO_MINE,SYN_MINE_01,1294.1,920.1,0.7529,4.943,0.0,0.326,0.186,11.68,0.383,0.659,0.0,0.251,28.58,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-12,DEMO_MINE,SYN_MINE_01,1522.5,1663.2,0.9596,0.809,0.0,1.201,0.0,12.4,0.075,0.8648,0.0,0.266,27.77,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-13,DEMO_MINE,SYN_MINE_01,1522.5,1446.6,1.0,0.0,0.0,0.784,0.347,11.27,1.202,0.8138,0.0,0.273,27.61,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-14,DEMO_MINE,SYN_MINE_01,1522.5,1535.1,1.0,0.0,0.0,1.198,0.888,11.85,0.764,0.8684,0.0,0.242,28.6,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-15,DEMO_MINE,SYN_MINE_01,1522.5,1660.2,1.0,0.0,0.0,0.907,0.636,12.74,0.0,0.8697,0.0,0.245,28.5,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-16,DEMO_MINE,SYN_MINE_01,1522.5,1541.2,0.9197,1.354,0.0,0.0,0.031,12.45,0.282,0.862,0.0,0.244,29.17,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-17,DEMO_MINE,SYN_MINE_01,1522.5,1773.7,1.0,0.0,0.0,0.485,0.0,12.71,0.031,0.8872,0.0,0.243,28.17,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-18,DEMO_MINE,SYN_MINE_01,1294.1,1282.8,1.0,0.0,0.0,0.0,0.0,10.67,1.802,0.7195,0.0,0.243,27.25,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-19,DEMO_MINE,SYN_MINE_01,1522.5,1456.2,0.8816,1.962,0.0,0.913,0.06,12.73,0.046,0.8428,0.0,0.244,27.38,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
2022-12-20,DEMO_MINE,SYN_MINE_01,1522.5,1344.8,0.8428,3.144,0.0,0.951,0.037,10.45,1.208,0.8829,0.0,0.246,27.62,IMD gridded 0.25deg (REAL_GOVERNMENT),SYNTHETIC,REAL_GOVERNMENT
