date,shift,mine_id,equipment_id,equipment_type,event_type,hours_in_shift,provenance
2022-08-07,A,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,0.025,SYNTHETIC
2022-08-07,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,1.984,SYNTHETIC
2022-08-07,A,SYN_MINE_01,SYN_TRUCK_015,dumper,PREVENTIVE_MAINTENANCE,5.053,SYNTHETIC
2022-08-08,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,0.188,SYNTHETIC
2022-08-08,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,2.148,SYNTHETIC
2022-08-08,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.212,SYNTHETIC
2022-08-08,C,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,2.245,SYNTHETIC
2022-08-08,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,2.542,SYNTHETIC
2022-08-08,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.969,SYNTHETIC
2022-08-08,A,SYN_MINE_01,SYN_TRUCK_014,dumper,BREAKDOWN,0.599,SYNTHETIC
2022-08-09,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,3.208,SYNTHETIC
2022-08-09,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,6.252,SYNTHETIC
2022-08-10,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.749,SYNTHETIC
2022-08-10,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.202,SYNTHETIC
2022-08-10,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,2.294,SYNTHETIC
2022-08-11,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,6.274,SYNTHETIC
2022-08-11,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.73,SYNTHETIC
2022-08-11,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,0.957,SYNTHETIC
2022-08-11,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.364,SYNTHETIC
2022-08-11,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.729,SYNTHETIC
2022-08-12,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.787,SYNTHETIC
2022-08-12,A,SYN_MINE_01,SYN_TRUCK_007,dumper,PREVENTIVE_MAINTENANCE,4.368,SYNTHETIC
2022-08-12,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,0.417,SYNTHETIC
2022-08-12,A,SYN_MINE_01,SYN_TRUCK_010,dumper,PREVENTIVE_MAINTENANCE,6.258,SYNTHETIC
2022-08-12,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,0.956,SYNTHETIC
2022-08-12,C,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,3.39,SYNTHETIC
2022-08-13,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.301,SYNTHETIC
2022-08-13,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,3.936,SYNTHETIC
2022-08-13,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,6.302,SYNTHETIC
2022-08-14,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,4.551,SYNTHETIC
2022-08-14,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,5.496,SYNTHETIC
2022-08-14,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,4.895,SYNTHETIC
2022-08-14,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,1.522,SYNTHETIC
2022-08-14,A,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,4.206,SYNTHETIC
2022-08-14,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,1.622,SYNTHETIC
2022-08-14,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,3.297,SYNTHETIC
2022-08-14,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,4.283,SYNTHETIC
2022-08-14,B,SYN_MINE_01,SYN_TRUCK_015,dumper,BREAKDOWN,5.284,SYNTHETIC
2022-08-15,ALL,SYN_MINE_01,SITE,site,WEATHER_SITE_STOPPAGE,6.57,SYNTHETIC
2022-08-15,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.919,SYNTHETIC
2022-08-15,A,SYN_MINE_01,SYN_TRUCK_003,dumper,PREVENTIVE_MAINTENANCE,5.8,SYNTHETIC
2022-08-15,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,2.192,SYNTHETIC
2022-08-15,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,0.482,SYNTHETIC
2022-08-15,A,SYN_MINE_01,SYN_TRUCK_014,dumper,BREAKDOWN,1.838,SYNTHETIC
2022-08-16,B,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.063,SYNTHETIC
2022-08-16,A,SYN_MINE_01,SYN_TRUCK_004,dumper,PREVENTIVE_MAINTENANCE,5.658,SYNTHETIC
2022-08-16,B,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,1.683,SYNTHETIC
2022-08-16,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,3.002,SYNTHETIC
2022-08-16,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,2.809,SYNTHETIC
2022-08-16,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,3.345,SYNTHETIC
2022-08-17,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,4.898,SYNTHETIC
2022-08-17,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,0.079,SYNTHETIC
2022-08-17,A,SYN_MINE_01,SYN_EXC_002,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2022-08-17,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.836,SYNTHETIC
2022-08-17,A,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,0.071,SYNTHETIC
2022-08-17,A,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,1.604,SYNTHETIC
2022-08-18,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,4.607,SYNTHETIC
2022-08-18,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,5.479,SYNTHETIC
2022-08-18,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,3.75,SYNTHETIC
2022-08-18,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,0.568,SYNTHETIC
2022-08-18,A,SYN_MINE_01,SYN_TRUCK_006,dumper,PREVENTIVE_MAINTENANCE,5.308,SYNTHETIC
2022-08-18,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,6.641,SYNTHETIC
2022-08-19,ALL,SYN_MINE_01,SITE,site,WEATHER_SITE_STOPPAGE,9.2,SYNTHETIC
2022-08-19,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,1.064,SYNTHETIC
2022-08-19,C,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,3.014,SYNTHETIC
2022-08-19,A,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,5.873,SYNTHETIC
2022-08-19,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,6.596,SYNTHETIC
2022-08-19,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,3.076,SYNTHETIC
2022-08-19,B,SYN_MINE_01,SYN_TRUCK_014,dumper,BREAKDOWN,6.896,SYNTHETIC
2022-08-19,A,SYN_MINE_01,SYN_TRUCK_015,dumper,BREAKDOWN,4.461,SYNTHETIC
2022-08-20,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.573,SYNTHETIC
2022-08-20,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,0.77,SYNTHETIC
2022-08-20,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,1.356,SYNTHETIC
2022-08-20,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.754,SYNTHETIC
2022-08-20,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,5.501,SYNTHETIC
2022-08-20,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,1.479,SYNTHETIC
2022-08-20,A,SYN_MINE_01,SYN_TRUCK_012,dumper,PREVENTIVE_MAINTENANCE,4.523,SYNTHETIC
2022-08-21,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,3.212,SYNTHETIC
2022-08-21,C,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,2.121,SYNTHETIC
2022-08-21,A,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,3.854,SYNTHETIC
2022-08-21,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,2.653,SYNTHETIC
2022-08-21,B,SYN_MINE_01,SYN_TRUCK_014,dumper,BREAKDOWN,1.239,SYNTHETIC
2022-08-21,B,SYN_MINE_01,SYN_TRUCK_015,dumper,BREAKDOWN,5.203,SYNTHETIC
2022-08-21,C,SYN_MINE_01,SYN_TRUCK_015,dumper,BREAKDOWN,5.878,SYNTHETIC
2022-08-22,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,0.506,SYNTHETIC
2022-08-22,A,SYN_MINE_01,SYN_EXC_001,excavator,PREVENTIVE_MAINTENANCE,6.541,SYNTHETIC
2022-08-22,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,2.611,SYNTHETIC
2022-08-22,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.172,SYNTHETIC
2022-08-22,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,3.324,SYNTHETIC
2022-08-22,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,5.451,SYNTHETIC
2022-08-22,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,5.654,SYNTHETIC
2022-08-23,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,2.151,SYNTHETIC
2022-08-23,A,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.19,SYNTHETIC
2022-08-23,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,2.239,SYNTHETIC
2022-08-23,C,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.21,SYNTHETIC
2022-08-23,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,3.206,SYNTHETIC
2022-08-23,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,4.345,SYNTHETIC
2022-08-23,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,4.865,SYNTHETIC
2022-08-23,B,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,4.203,SYNTHETIC
2022-08-24,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,6.405,SYNTHETIC
2022-08-24,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.778,SYNTHETIC
2022-08-24,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,6.839,SYNTHETIC
2022-08-24,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,5.963,SYNTHETIC
2022-08-24,A,SYN_MINE_01,SYN_TRUCK_008,dumper,PREVENTIVE_MAINTENANCE,5.434,SYNTHETIC
2022-08-24,B,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,4.836,SYNTHETIC
2022-08-24,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,4.873,SYNTHETIC
2022-08-24,C,SYN_MINE_01,SYN_TRUCK_014,dumper,BREAKDOWN,1.232,SYNTHETIC
2022-08-25,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,3.31,SYNTHETIC
2022-08-25,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,2.429,SYNTHETIC
2022-08-26,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.111,SYNTHETIC
2022-08-26,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.2,SYNTHETIC
2022-08-26,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,5.295,SYNTHETIC
2022-08-26,A,SYN_MINE_01,SYN_TRUCK_005,dumper,PREVENTIVE_MAINTENANCE,5.886,SYNTHETIC
2022-08-26,B,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,1.049,SYNTHETIC
2022-08-26,A,SYN_MINE_01,SYN_TRUCK_009,dumper,PREVENTIVE_MAINTENANCE,4.539,SYNTHETIC
2022-08-26,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,3.911,SYNTHETIC
2022-08-26,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,3.222,SYNTHETIC
2022-08-26,A,SYN_MINE_01,SYN_TRUCK_014,dumper,PREVENTIVE_MAINTENANCE,6.702,SYNTHETIC
2022-08-27,B,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,3.844,SYNTHETIC
2022-08-27,A,SYN_MINE_01,SYN_TRUCK_001,dumper,PREVENTIVE_MAINTENANCE,5.873,SYNTHETIC
2022-08-27,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,4.326,SYNTHETIC
2022-08-27,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,4.207,SYNTHETIC
2022-08-27,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,2.363,SYNTHETIC
2022-08-27,A,SYN_MINE_01,SYN_TRUCK_013,dumper,PREVENTIVE_MAINTENANCE,6.511,SYNTHETIC
2022-08-28,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.293,SYNTHETIC
2022-08-28,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,1.347,SYNTHETIC
2022-08-28,A,SYN_MINE_01,SYN_TRUCK_011,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2022-08-29,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,0.62,SYNTHETIC
2022-08-29,A,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,3.777,SYNTHETIC
2022-08-29,A,SYN_MINE_01,SYN_TRUCK_002,dumper,PREVENTIVE_MAINTENANCE,4.951,SYNTHETIC
2022-08-29,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,3.074,SYNTHETIC
2022-08-29,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,6.048,SYNTHETIC
2022-08-30,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,3.47,SYNTHETIC
2022-08-30,C,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,0.44,SYNTHETIC
2022-08-31,A,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,3.541,SYNTHETIC
2022-08-31,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,3.586,SYNTHETIC
2022-08-31,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,2.418,SYNTHETIC
2022-08-31,A,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,0.191,SYNTHETIC
2022-08-31,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,4.252,SYNTHETIC
2022-09-01,ALL,SYN_MINE_01,SITE,site,WEATHER_SITE_STOPPAGE,9.07,SYNTHETIC
2022-09-01,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,5.133,SYNTHETIC
2022-09-01,C,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,2.072,SYNTHETIC
2022-09-01,A,SYN_MINE_01,SYN_TRUCK_007,dumper,PREVENTIVE_MAINTENANCE,5.866,SYNTHETIC
2022-09-01,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.137,SYNTHETIC
2022-09-01,C,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,3.851,SYNTHETIC
2022-09-02,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.939,SYNTHETIC
2022-09-02,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,5.138,SYNTHETIC
2022-09-02,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,2.119,SYNTHETIC
2022-09-02,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,4.508,SYNTHETIC
2022-09-03,B,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,2.871,SYNTHETIC
2022-09-03,B,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,1.817,SYNTHETIC
2022-09-03,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.902,SYNTHETIC
2022-09-04,B,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,2.853,SYNTHETIC
2022-09-04,A,SYN_MINE_01,SYN_EXC_002,excavator,PREVENTIVE_MAINTENANCE,6.744,SYNTHETIC
2022-09-04,B,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,5.415,SYNTHETIC
2022-09-04,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,1.069,SYNTHETIC
2022-09-05,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,0.614,SYNTHETIC
2022-09-05,A,SYN_MINE_01,SYN_TRUCK_010,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2022-09-05,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,5.78,SYNTHETIC
2022-09-06,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,4.092,SYNTHETIC
2022-09-06,C,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,0.213,SYNTHETIC
2022-09-06,A,SYN_MINE_01,SYN_TRUCK_003,dumper,PREVENTIVE_MAINTENANCE,5.675,SYNTHETIC
2022-09-06,B,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,4.767,SYNTHETIC
2022-09-07,A,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,2.675,SYNTHETIC
2022-09-07,B,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,3.39,SYNTHETIC
2022-09-07,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,1.238,SYNTHETIC
2022-09-07,A,SYN_MINE_01,SYN_TRUCK_006,dumper,PREVENTIVE_MAINTENANCE,4.333,SYNTHETIC
2022-09-07,B,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,5.112,SYNTHETIC
2022-09-07,A,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,4.754,SYNTHETIC
2022-09-08,A,SYN_MINE_01,SYN_TRUCK_004,dumper,PREVENTIVE_MAINTENANCE,6.091,SYNTHETIC
2022-09-08,C,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,4.669,SYNTHETIC
2022-09-08,B,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,2.75,SYNTHETIC
2022-09-08,C,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,2.234,SYNTHETIC
2022-09-09,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,4.473,SYNTHETIC
2022-09-09,B,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,3.77,SYNTHETIC
2022-09-09,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,1.282,SYNTHETIC
2022-09-09,B,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,3.171,SYNTHETIC
2022-09-09,A,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,2.394,SYNTHETIC
2022-09-10,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,1.117,SYNTHETIC
2022-09-10,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,6.66,SYNTHETIC
2022-09-10,A,SYN_MINE_01,SYN_EXC_001,excavator,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2022-09-10,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,4.014,SYNTHETIC
2022-09-10,C,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,4.495,SYNTHETIC
2022-09-10,C,SYN_MINE_01,SYN_TRUCK_006,dumper,BREAKDOWN,0.911,SYNTHETIC
2022-09-10,A,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,3.292,SYNTHETIC
2022-09-10,A,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,1.791,SYNTHETIC
2022-09-10,A,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,2.648,SYNTHETIC
2022-09-10,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,3.426,SYNTHETIC
2022-09-11,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,6.301,SYNTHETIC
2022-09-11,C,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.664,SYNTHETIC
2022-09-11,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,3.986,SYNTHETIC
2022-09-11,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,2.946,SYNTHETIC
2022-09-11,A,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,3.699,SYNTHETIC
2022-09-11,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,2.005,SYNTHETIC
2022-09-11,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,4.12,SYNTHETIC
2022-09-11,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,4.353,SYNTHETIC
2022-09-12,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,0.251,SYNTHETIC
2022-09-12,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,5.989,SYNTHETIC
2022-09-12,B,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,1.615,SYNTHETIC
2022-09-13,B,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,1.774,SYNTHETIC
2022-09-13,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,5.909,SYNTHETIC
2022-09-13,C,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,2.989,SYNTHETIC
2022-09-14,A,SYN_MINE_01,SYN_DRILL_001,drill,PREVENTIVE_MAINTENANCE,4.302,SYNTHETIC
2022-09-14,A,SYN_MINE_01,SYN_TRUCK_002,dumper,BREAKDOWN,2.666,SYNTHETIC
2022-09-14,A,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,4.74,SYNTHETIC
2022-09-14,B,SYN_MINE_01,SYN_TRUCK_012,dumper,BREAKDOWN,5.399,SYNTHETIC
2022-09-15,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,5.503,SYNTHETIC
2022-09-15,A,SYN_MINE_01,SYN_DRILL_002,drill,PREVENTIVE_MAINTENANCE,4.526,SYNTHETIC
2022-09-15,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,1.018,SYNTHETIC
2022-09-15,A,SYN_MINE_01,SYN_TRUCK_004,dumper,BREAKDOWN,2.358,SYNTHETIC
2022-09-15,A,SYN_MINE_01,SYN_TRUCK_005,dumper,PREVENTIVE_MAINTENANCE,4.962,SYNTHETIC
2022-09-15,A,SYN_MINE_01,SYN_TRUCK_008,dumper,PREVENTIVE_MAINTENANCE,4.125,SYNTHETIC
2022-09-15,B,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,4.864,SYNTHETIC
2022-09-16,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,4.38,SYNTHETIC
2022-09-16,A,SYN_MINE_01,SYN_TRUCK_001,dumper,PREVENTIVE_MAINTENANCE,5.022,SYNTHETIC
2022-09-16,B,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,0.501,SYNTHETIC
2022-09-16,C,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,4.073,SYNTHETIC
2022-09-17,C,SYN_MINE_01,SYN_EXC_001,excavator,BREAKDOWN,3.115,SYNTHETIC
2022-09-17,B,SYN_MINE_01,SYN_TRUCK_001,dumper,BREAKDOWN,0.69,SYNTHETIC
2022-09-17,B,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,5.268,SYNTHETIC
2022-09-17,B,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,2.356,SYNTHETIC
2022-09-17,C,SYN_MINE_01,SYN_TRUCK_009,dumper,BREAKDOWN,3.083,SYNTHETIC
2022-09-17,A,SYN_MINE_01,SYN_TRUCK_010,dumper,BREAKDOWN,0.935,SYNTHETIC
2022-09-18,A,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,1.664,SYNTHETIC
2022-09-18,A,SYN_MINE_01,SYN_TRUCK_002,dumper,PREVENTIVE_MAINTENANCE,4.128,SYNTHETIC
2022-09-18,B,SYN_MINE_01,SYN_TRUCK_007,dumper,BREAKDOWN,1.255,SYNTHETIC
2022-09-18,A,SYN_MINE_01,SYN_TRUCK_011,dumper,PREVENTIVE_MAINTENANCE,6.583,SYNTHETIC
2022-09-18,A,SYN_MINE_01,SYN_TRUCK_013,dumper,PREVENTIVE_MAINTENANCE,7.0,SYNTHETIC
2022-09-19,A,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,2.675,SYNTHETIC
2022-09-19,B,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,2.637,SYNTHETIC
2022-09-19,A,SYN_MINE_01,SYN_TRUCK_009,dumper,PREVENTIVE_MAINTENANCE,6.335,SYNTHETIC
2022-09-20,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,5.301,SYNTHETIC
2022-09-20,C,SYN_MINE_01,SYN_TRUCK_008,dumper,BREAKDOWN,0.967,SYNTHETIC
2022-09-20,A,SYN_MINE_01,SYN_TRUCK_011,dumper,BREAKDOWN,0.125,SYNTHETIC
2022-09-20,B,SYN_MINE_01,SYN_TRUCK_013,dumper,BREAKDOWN,2.197,SYNTHETIC
2022-09-21,C,SYN_MINE_01,SYN_DRILL_002,drill,BREAKDOWN,1.593,SYNTHETIC
2022-09-21,C,SYN_MINE_01,SYN_EXC_002,excavator,BREAKDOWN,1.061,SYNTHETIC
2022-09-21,B,SYN_MINE_01,SYN_TRUCK_003,dumper,BREAKDOWN,2.653,SYNTHETIC
2022-09-21,C,SYN_MINE_01,SYN_TRUCK_005,dumper,BREAKDOWN,2.019,SYNTHETIC
2022-09-22,ALL,SYN_MINE_01,SITE,site,WEATHER_SITE_STOPPAGE,7.67,SYNTHETIC
2022-09-22,B,SYN_MINE_01,SYN_DRILL_001,drill,BREAKDOWN,2.026,SYNTHETIC
