scenario_id,mine_id,start_date,duration_days,disruption_type,severity_production_loss_pct,affected_equipment,availability_change,haulage_delay_change_h,blast_delay_change_h,drill_delay_change_h,truck_change,rainfall_7d_mm,weather_state,production_impact_t,provenance
SIM_2021-10-29_COMBINED_DISRUPTION,SYN_MINE_01,2021-10-29,7,COMBINED_DISRUPTION,41.94,site-wide,-0.2141,2.915,-0.011,1.424,-2.26,148.0,HEAVY_RAIN (IMD p95 7-day),-4590.3,SIMULATED
SIM_2021-11-12_NORMAL,SYN_MINE_01,2021-11-12,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2021-11-12_HEAVY_RAIN,SYN_MINE_01,2021-11-12,7,HEAVY_RAIN,26.03,site / dumpers,-0.0578,2.912,-0.03,1.834,-0.49,148.0,HEAVY_RAIN (IMD p95 7-day),-2882.4,SIMULATED
SIM_2021-11-12_EQUIPMENT_DEGRADATION,SYN_MINE_01,2021-11-12,7,EQUIPMENT_DEGRADATION,20.42,"excavators, dumpers",-0.1612,0.555,-0.121,0.546,-1.3,0.3,OBSERVED WEEK (IMD/ERA5),-2261.3,SIMULATED
SIM_2021-11-12_BLAST_DELAY,SYN_MINE_01,2021-11-12,7,BLAST_DELAY,56.66,blasting / excavators,0.0,0.0,8.927,0.0,0.0,0.3,OBSERVED WEEK (IMD/ERA5),-6274.5,SIMULATED
SIM_2021-11-12_DRILL_DELAY,SYN_MINE_01,2021-11-12,7,DRILL_DELAY,14.18,drills,-0.1327,-0.429,0.072,1.374,0.33,0.3,OBSERVED WEEK (IMD/ERA5),-1570.4,SIMULATED
SIM_2021-11-12_HAULAGE_DISRUPTION,SYN_MINE_01,2021-11-12,7,HAULAGE_DISRUPTION,47.38,dumpers / haul road,0.0013,7.679,-0.126,0.346,-3.55,0.3,OBSERVED WEEK (IMD/ERA5),-5247.5,SIMULATED
SIM_2021-11-12_COMBINED_DISRUPTION,SYN_MINE_01,2021-11-12,7,COMBINED_DISRUPTION,39.51,site-wide,-0.2035,3.089,-0.146,2.06,-2.08,148.0,HEAVY_RAIN (IMD p95 7-day),-4375.1,SIMULATED
SIM_2021-11-26_NORMAL,SYN_MINE_01,2021-11-26,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2021-11-26_HEAVY_RAIN,SYN_MINE_01,2021-11-26,7,HEAVY_RAIN,13.94,site / dumpers,0.0555,3.347,-0.059,0.895,-0.58,148.0,HEAVY_RAIN (IMD p95 7-day),-1306.6,SIMULATED
SIM_2021-11-26_EQUIPMENT_DEGRADATION,SYN_MINE_01,2021-11-26,7,EQUIPMENT_DEGRADATION,30.66,"excavators, dumpers",-0.2445,0.241,-0.074,-0.397,-1.36,0.0,OBSERVED WEEK (IMD/ERA5),-2874.4,SIMULATED
SIM_2021-11-26_BLAST_DELAY,SYN_MINE_01,2021-11-26,7,BLAST_DELAY,37.13,blasting / excavators,0.0,0.0,4.983,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-3480.5,SIMULATED
SIM_2021-11-26_DRILL_DELAY,SYN_MINE_01,2021-11-26,7,DRILL_DELAY,-0.85,drills,0.034,0.282,-0.016,1.338,0.18,0.0,OBSERVED WEEK (IMD/ERA5),79.6,SIMULATED
SIM_2021-11-26_HAULAGE_DISRUPTION,SYN_MINE_01,2021-11-26,7,HAULAGE_DISRUPTION,45.69,dumpers / haul road,-0.1193,4.612,-0.08,-0.615,-3.51,0.0,OBSERVED WEEK (IMD/ERA5),-4283.5,SIMULATED
SIM_2021-11-26_COMBINED_DISRUPTION,SYN_MINE_01,2021-11-26,7,COMBINED_DISRUPTION,37.98,site-wide,-0.1722,2.289,-0.042,1.378,-2.36,148.0,HEAVY_RAIN (IMD p95 7-day),-3560.4,SIMULATED
SIM_2021-12-10_NORMAL,SYN_MINE_01,2021-12-10,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2021-12-10_HEAVY_RAIN,SYN_MINE_01,2021-12-10,7,HEAVY_RAIN,22.89,site / dumpers,-0.0832,2.198,-0.039,1.234,-0.25,148.0,HEAVY_RAIN (IMD p95 7-day),-2380.1,SIMULATED
SIM_2021-12-10_EQUIPMENT_DEGRADATION,SYN_MINE_01,2021-12-10,7,EQUIPMENT_DEGRADATION,35.15,"excavators, dumpers",-0.3243,-0.241,-0.037,-0.419,-1.16,0.0,OBSERVED WEEK (IMD/ERA5),-3655.1,SIMULATED
SIM_2021-12-10_BLAST_DELAY,SYN_MINE_01,2021-12-10,7,BLAST_DELAY,53.84,blasting / excavators,0.0,0.0,7.918,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-5599.1,SIMULATED
SIM_2021-12-10_DRILL_DELAY,SYN_MINE_01,2021-12-10,7,DRILL_DELAY,0.82,drills,0.0,0.085,-0.046,-0.044,-0.1,0.0,OBSERVED WEEK (IMD/ERA5),-84.9,SIMULATED
SIM_2021-12-10_HAULAGE_DISRUPTION,SYN_MINE_01,2021-12-10,7,HAULAGE_DISRUPTION,46.93,dumpers / haul road,-0.0507,6.272,-0.14,-0.697,-3.72,0.0,OBSERVED WEEK (IMD/ERA5),-4880.6,SIMULATED
SIM_2021-12-10_COMBINED_DISRUPTION,SYN_MINE_01,2021-12-10,7,COMBINED_DISRUPTION,43.01,site-wide,-0.0448,3.263,2.108,1.052,-1.44,148.0,HEAVY_RAIN (IMD p95 7-day),-4472.2,SIMULATED
SIM_2021-12-24_NORMAL,SYN_MINE_01,2021-12-24,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,42.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2021-12-24_HEAVY_RAIN,SYN_MINE_01,2021-12-24,7,HEAVY_RAIN,15.68,site / dumpers,0.0584,3.128,-0.079,1.01,-0.2,162.9,HEAVY_RAIN (IMD p95 7-day),-1616.0,SIMULATED
SIM_2021-12-24_EQUIPMENT_DEGRADATION,SYN_MINE_01,2021-12-24,7,EQUIPMENT_DEGRADATION,11.68,"excavators, dumpers",-0.1205,0.013,-0.036,-0.032,-1.4,42.0,OBSERVED WEEK (IMD/ERA5),-1203.4,SIMULATED
SIM_2021-12-24_BLAST_DELAY,SYN_MINE_01,2021-12-24,7,BLAST_DELAY,0.49,blasting / excavators,0.0,0.0,0.039,0.0,0.0,42.0,OBSERVED WEEK (IMD/ERA5),-50.5,SIMULATED
SIM_2021-12-24_DRILL_DELAY,SYN_MINE_01,2021-12-24,7,DRILL_DELAY,9.01,drills,-0.0756,0.176,-0.015,1.12,-0.1,42.0,OBSERVED WEEK (IMD/ERA5),-928.5,SIMULATED
SIM_2021-12-24_HAULAGE_DISRUPTION,SYN_MINE_01,2021-12-24,7,HAULAGE_DISRUPTION,47.62,dumpers / haul road,0.0285,7.645,-0.145,0.119,-3.8,42.0,OBSERVED WEEK (IMD/ERA5),-4907.1,SIMULATED
SIM_2021-12-24_COMBINED_DISRUPTION,SYN_MINE_01,2021-12-24,7,COMBINED_DISRUPTION,35.31,site-wide,-0.1426,3.09,-0.204,1.499,-1.97,162.9,HEAVY_RAIN (IMD p95 7-day),-3639.1,SIMULATED
SIM_2022-01-07_NORMAL,SYN_MINE_01,2022-01-07,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,19.4,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-01-07_HEAVY_RAIN,SYN_MINE_01,2022-01-07,7,HEAVY_RAIN,20.64,site / dumpers,-0.1067,0.75,0.014,2.35,0.28,148.0,HEAVY_RAIN (IMD p95 7-day),-2036.5,SIMULATED
SIM_2022-01-07_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-01-07,7,EQUIPMENT_DEGRADATION,32.33,"excavators, dumpers",-0.284,-0.508,-0.072,-0.589,-2.11,19.4,OBSERVED WEEK (IMD/ERA5),-3189.6,SIMULATED
SIM_2022-01-07_BLAST_DELAY,SYN_MINE_01,2022-01-07,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,19.4,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-01-07_DRILL_DELAY,SYN_MINE_01,2022-01-07,7,DRILL_DELAY,12.5,drills,-0.1354,-1.027,0.024,2.567,0.16,19.4,OBSERVED WEEK (IMD/ERA5),-1233.4,SIMULATED
SIM_2022-01-07_HAULAGE_DISRUPTION,SYN_MINE_01,2022-01-07,7,HAULAGE_DISRUPTION,50.2,dumpers / haul road,-0.0815,5.385,-0.098,0.459,-3.42,19.4,OBSERVED WEEK (IMD/ERA5),-4953.0,SIMULATED
SIM_2022-01-07_COMBINED_DISRUPTION,SYN_MINE_01,2022-01-07,7,COMBINED_DISRUPTION,42.66,site-wide,-0.3205,0.028,-0.066,2.023,-2.05,148.0,HEAVY_RAIN (IMD p95 7-day),-4209.2,SIMULATED
SIM_2022-01-21_NORMAL,SYN_MINE_01,2022-01-21,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-01-21_HEAVY_RAIN,SYN_MINE_01,2022-01-21,7,HEAVY_RAIN,23.69,site / dumpers,-0.0499,2.476,-0.067,0.92,-0.44,148.0,HEAVY_RAIN (IMD p95 7-day),-2477.1,SIMULATED
SIM_2022-01-21_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-01-21,7,EQUIPMENT_DEGRADATION,20.55,"excavators, dumpers",-0.214,-0.307,-0.129,-0.133,-1.16,0.0,OBSERVED WEEK (IMD/ERA5),-2149.3,SIMULATED
SIM_2022-01-21_BLAST_DELAY,SYN_MINE_01,2022-01-21,7,BLAST_DELAY,4.0,blasting / excavators,0.0,0.0,0.606,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-418.5,SIMULATED
SIM_2022-01-21_DRILL_DELAY,SYN_MINE_01,2022-01-21,7,DRILL_DELAY,3.92,drills,0.0,0.079,0.055,-0.139,-0.02,0.0,OBSERVED WEEK (IMD/ERA5),-410.0,SIMULATED
SIM_2022-01-21_HAULAGE_DISRUPTION,SYN_MINE_01,2022-01-21,7,HAULAGE_DISRUPTION,45.28,dumpers / haul road,-0.0142,6.683,-0.078,-0.433,-3.58,0.0,OBSERVED WEEK (IMD/ERA5),-4735.1,SIMULATED
SIM_2022-01-21_COMBINED_DISRUPTION,SYN_MINE_01,2022-01-21,7,COMBINED_DISRUPTION,40.92,site-wide,-0.331,0.505,-0.026,1.356,-2.16,148.0,HEAVY_RAIN (IMD p95 7-day),-4278.6,SIMULATED
SIM_2022-02-04_NORMAL,SYN_MINE_01,2022-02-04,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,12.4,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-02-04_HEAVY_RAIN,SYN_MINE_01,2022-02-04,7,HEAVY_RAIN,22.15,site / dumpers,0.0282,3.499,-0.016,1.641,-0.48,148.0,HEAVY_RAIN (IMD p95 7-day),-2338.3,SIMULATED
SIM_2022-02-04_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-02-04,7,EQUIPMENT_DEGRADATION,33.83,"excavators, dumpers",-0.3185,0.127,-0.003,0.321,-0.95,12.4,OBSERVED WEEK (IMD/ERA5),-3571.4,SIMULATED
SIM_2022-02-04_BLAST_DELAY,SYN_MINE_01,2022-02-04,7,BLAST_DELAY,9.92,blasting / excavators,0.0,0.0,1.483,0.0,0.0,12.4,OBSERVED WEEK (IMD/ERA5),-1046.8,SIMULATED
SIM_2022-02-04_DRILL_DELAY,SYN_MINE_01,2022-02-04,7,DRILL_DELAY,-1.31,drills,0.0357,0.315,0.027,1.076,-0.3,12.4,OBSERVED WEEK (IMD/ERA5),138.7,SIMULATED
SIM_2022-02-04_HAULAGE_DISRUPTION,SYN_MINE_01,2022-02-04,7,HAULAGE_DISRUPTION,47.86,dumpers / haul road,-0.0131,6.961,-0.134,-0.33,-3.87,12.4,OBSERVED WEEK (IMD/ERA5),-5052.1,SIMULATED
SIM_2022-02-04_COMBINED_DISRUPTION,SYN_MINE_01,2022-02-04,7,COMBINED_DISRUPTION,37.64,site-wide,-0.1357,3.363,-0.109,1.546,-2.12,148.0,HEAVY_RAIN (IMD p95 7-day),-3973.2,SIMULATED
SIM_2022-02-18_NORMAL,SYN_MINE_01,2022-02-18,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-02-18_HEAVY_RAIN,SYN_MINE_01,2022-02-18,7,HEAVY_RAIN,13.29,site / dumpers,0.0428,3.096,-0.224,0.829,-0.63,148.0,HEAVY_RAIN (IMD p95 7-day),-1209.2,SIMULATED
SIM_2022-02-18_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-02-18,7,EQUIPMENT_DEGRADATION,18.48,"excavators, dumpers",-0.1552,0.474,-0.126,0.115,-0.62,0.0,OBSERVED WEEK (IMD/ERA5),-1682.0,SIMULATED
SIM_2022-02-18_BLAST_DELAY,SYN_MINE_01,2022-02-18,7,BLAST_DELAY,32.68,blasting / excavators,0.0,0.0,4.267,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-2973.6,SIMULATED
SIM_2022-02-18_DRILL_DELAY,SYN_MINE_01,2022-02-18,7,DRILL_DELAY,-5.25,drills,0.0526,0.412,-0.11,0.518,-0.25,0.0,OBSERVED WEEK (IMD/ERA5),477.8,SIMULATED
SIM_2022-02-18_HAULAGE_DISRUPTION,SYN_MINE_01,2022-02-18,7,HAULAGE_DISRUPTION,41.01,dumpers / haul road,0.0424,6.727,-0.051,-0.232,-3.6,0.0,OBSERVED WEEK (IMD/ERA5),-3732.2,SIMULATED
SIM_2022-02-18_COMBINED_DISRUPTION,SYN_MINE_01,2022-02-18,7,COMBINED_DISRUPTION,33.07,site-wide,-0.1148,2.652,-0.136,1.336,-2.01,148.0,HEAVY_RAIN (IMD p95 7-day),-3009.2,SIMULATED
SIM_2022-03-04_NORMAL,SYN_MINE_01,2022-03-04,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-03-04_HEAVY_RAIN,SYN_MINE_01,2022-03-04,7,HEAVY_RAIN,8.89,site / dumpers,0.0738,2.579,0.049,1.625,-0.79,148.0,HEAVY_RAIN (IMD p95 7-day),-957.9,SIMULATED
SIM_2022-03-04_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-03-04,7,EQUIPMENT_DEGRADATION,16.25,"excavators, dumpers",-0.1368,0.229,0.043,-0.414,-2.14,0.0,OBSERVED WEEK (IMD/ERA5),-1749.6,SIMULATED
SIM_2022-03-04_BLAST_DELAY,SYN_MINE_01,2022-03-04,7,BLAST_DELAY,24.78,blasting / excavators,0.0,0.0,3.818,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-2668.8,SIMULATED
SIM_2022-03-04_DRILL_DELAY,SYN_MINE_01,2022-03-04,7,DRILL_DELAY,2.3,drills,-0.0286,-0.101,-0.038,2.097,0.08,0.0,OBSERVED WEEK (IMD/ERA5),-248.2,SIMULATED
SIM_2022-03-04_HAULAGE_DISRUPTION,SYN_MINE_01,2022-03-04,7,HAULAGE_DISRUPTION,39.0,dumpers / haul road,-0.0432,5.076,-0.077,0.078,-4.21,0.0,OBSERVED WEEK (IMD/ERA5),-4200.8,SIMULATED
SIM_2022-03-04_COMBINED_DISRUPTION,SYN_MINE_01,2022-03-04,7,COMBINED_DISRUPTION,30.26,site-wide,-0.0042,4.507,-0.069,2.124,-2.95,148.0,HEAVY_RAIN (IMD p95 7-day),-3259.2,SIMULATED
SIM_2022-03-18_NORMAL,SYN_MINE_01,2022-03-18,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-03-18_HEAVY_RAIN,SYN_MINE_01,2022-03-18,7,HEAVY_RAIN,6.41,site / dumpers,0.0787,2.299,-0.273,2.008,-0.81,148.0,HEAVY_RAIN (IMD p95 7-day),-538.3,SIMULATED
SIM_2022-03-18_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-03-18,7,EQUIPMENT_DEGRADATION,13.62,"excavators, dumpers",-0.067,0.494,0.047,-0.313,-2.1,0.0,OBSERVED WEEK (IMD/ERA5),-1144.0,SIMULATED
SIM_2022-03-18_BLAST_DELAY,SYN_MINE_01,2022-03-18,7,BLAST_DELAY,24.09,blasting / excavators,0.0,0.0,2.933,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-2023.0,SIMULATED
SIM_2022-03-18_DRILL_DELAY,SYN_MINE_01,2022-03-18,7,DRILL_DELAY,0.49,drills,0.0818,0.775,0.016,1.476,-0.06,0.0,OBSERVED WEEK (IMD/ERA5),-41.4,SIMULATED
SIM_2022-03-18_HAULAGE_DISRUPTION,SYN_MINE_01,2022-03-18,7,HAULAGE_DISRUPTION,33.38,dumpers / haul road,0.1058,6.755,-1.033,-0.371,-4.28,0.0,OBSERVED WEEK (IMD/ERA5),-2803.7,SIMULATED
SIM_2022-03-18_COMBINED_DISRUPTION,SYN_MINE_01,2022-03-18,7,COMBINED_DISRUPTION,38.59,site-wide,-0.2262,1.459,-0.796,1.092,-3.27,148.0,HEAVY_RAIN (IMD p95 7-day),-3240.7,SIMULATED
SIM_2022-04-01_NORMAL,SYN_MINE_01,2022-04-01,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-04-01_HEAVY_RAIN,SYN_MINE_01,2022-04-01,7,HEAVY_RAIN,22.92,site / dumpers,-0.1356,1.49,0.0,1.404,-0.37,148.0,HEAVY_RAIN (IMD p95 7-day),-2581.6,SIMULATED
SIM_2022-04-01_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-04-01,7,EQUIPMENT_DEGRADATION,21.86,"excavators, dumpers",-0.1973,0.249,0.071,-0.75,-1.73,0.0,OBSERVED WEEK (IMD/ERA5),-2462.7,SIMULATED
SIM_2022-04-01_BLAST_DELAY,SYN_MINE_01,2022-04-01,7,BLAST_DELAY,57.39,blasting / excavators,0.0,0.0,9.258,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-6464.5,SIMULATED
SIM_2022-04-01_DRILL_DELAY,SYN_MINE_01,2022-04-01,7,DRILL_DELAY,10.66,drills,-0.0864,0.0,0.076,0.703,0.19,0.0,OBSERVED WEEK (IMD/ERA5),-1200.7,SIMULATED
SIM_2022-04-01_HAULAGE_DISRUPTION,SYN_MINE_01,2022-04-01,7,HAULAGE_DISRUPTION,43.07,dumpers / haul road,-0.0438,5.549,0.033,0.152,-3.25,0.0,OBSERVED WEEK (IMD/ERA5),-4851.7,SIMULATED
SIM_2022-04-01_COMBINED_DISRUPTION,SYN_MINE_01,2022-04-01,7,COMBINED_DISRUPTION,38.2,site-wide,-0.2178,2.472,0.017,0.946,-2.42,148.0,HEAVY_RAIN (IMD p95 7-day),-4302.7,SIMULATED
SIM_2022-04-15_NORMAL,SYN_MINE_01,2022-04-15,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-04-15_HEAVY_RAIN,SYN_MINE_01,2022-04-15,7,HEAVY_RAIN,15.6,site / dumpers,-0.0326,1.742,0.007,2.166,-0.47,148.0,HEAVY_RAIN (IMD p95 7-day),-1677.2,SIMULATED
SIM_2022-04-15_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-04-15,7,EQUIPMENT_DEGRADATION,6.08,"excavators, dumpers",-0.0737,0.108,-0.033,0.01,-0.96,0.0,OBSERVED WEEK (IMD/ERA5),-653.9,SIMULATED
SIM_2022-04-15_BLAST_DELAY,SYN_MINE_01,2022-04-15,7,BLAST_DELAY,15.29,blasting / excavators,0.0,0.0,2.341,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-1643.1,SIMULATED
SIM_2022-04-15_DRILL_DELAY,SYN_MINE_01,2022-04-15,7,DRILL_DELAY,2.26,drills,-0.0343,-0.026,0.004,2.337,0.11,0.0,OBSERVED WEEK (IMD/ERA5),-242.8,SIMULATED
SIM_2022-04-15_HAULAGE_DISRUPTION,SYN_MINE_01,2022-04-15,7,HAULAGE_DISRUPTION,36.79,dumpers / haul road,-0.0575,4.719,-0.026,0.675,-3.3,0.0,OBSERVED WEEK (IMD/ERA5),-3954.9,SIMULATED
SIM_2022-04-15_COMBINED_DISRUPTION,SYN_MINE_01,2022-04-15,7,COMBINED_DISRUPTION,34.19,site-wide,-0.1404,2.712,-0.045,2.02,-2.33,148.0,HEAVY_RAIN (IMD p95 7-day),-3675.4,SIMULATED
SIM_2022-04-29_NORMAL,SYN_MINE_01,2022-04-29,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-04-29_HEAVY_RAIN,SYN_MINE_01,2022-04-29,7,HEAVY_RAIN,-14.18,site / dumpers,0.0234,1.584,-2.314,1.278,-0.65,148.0,HEAVY_RAIN (IMD p95 7-day),1094.3,SIMULATED
SIM_2022-04-29_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-04-29,7,EQUIPMENT_DEGRADATION,1.8,"excavators, dumpers",-0.1754,-0.242,-1.639,-0.171,-1.78,0.0,OBSERVED WEEK (IMD/ERA5),-138.7,SIMULATED
SIM_2022-04-29_BLAST_DELAY,SYN_MINE_01,2022-04-29,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-04-29_DRILL_DELAY,SYN_MINE_01,2022-04-29,7,DRILL_DELAY,-29.87,drills,-0.0429,-0.506,-3.133,0.758,-0.04,0.0,OBSERVED WEEK (IMD/ERA5),2305.5,SIMULATED
SIM_2022-04-29_HAULAGE_DISRUPTION,SYN_MINE_01,2022-04-29,7,HAULAGE_DISRUPTION,60.96,dumpers / haul road,-0.0487,4.525,1.763,-0.914,-3.81,0.0,OBSERVED WEEK (IMD/ERA5),-4705.2,SIMULATED
SIM_2022-04-29_COMBINED_DISRUPTION,SYN_MINE_01,2022-04-29,7,COMBINED_DISRUPTION,32.29,site-wide,-0.1731,2.094,-1.41,1.113,-3.19,148.0,HEAVY_RAIN (IMD p95 7-day),-2492.4,SIMULATED
SIM_2022-05-13_NORMAL,SYN_MINE_01,2022-05-13,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,10.4,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-05-13_HEAVY_RAIN,SYN_MINE_01,2022-05-13,7,HEAVY_RAIN,13.57,site / dumpers,-0.0234,1.551,-0.149,1.41,-0.48,148.0,HEAVY_RAIN (IMD p95 7-day),-1432.9,SIMULATED
SIM_2022-05-13_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-05-13,7,EQUIPMENT_DEGRADATION,9.73,"excavators, dumpers",-0.0703,0.213,-0.116,-0.615,-1.96,10.4,OBSERVED WEEK (IMD/ERA5),-1027.0,SIMULATED
SIM_2022-05-13_BLAST_DELAY,SYN_MINE_01,2022-05-13,7,BLAST_DELAY,15.53,blasting / excavators,0.0,0.0,2.353,0.0,0.0,10.4,OBSERVED WEEK (IMD/ERA5),-1639.5,SIMULATED
SIM_2022-05-13_DRILL_DELAY,SYN_MINE_01,2022-05-13,7,DRILL_DELAY,9.06,drills,-0.0747,0.037,-0.088,0.808,-0.03,10.4,OBSERVED WEEK (IMD/ERA5),-957.1,SIMULATED
SIM_2022-05-13_HAULAGE_DISRUPTION,SYN_MINE_01,2022-05-13,7,HAULAGE_DISRUPTION,37.02,dumpers / haul road,-0.1726,3.134,-0.144,-0.494,-3.77,10.4,OBSERVED WEEK (IMD/ERA5),-3908.5,SIMULATED
SIM_2022-05-13_COMBINED_DISRUPTION,SYN_MINE_01,2022-05-13,7,COMBINED_DISRUPTION,35.22,site-wide,-0.1299,2.585,-0.13,1.176,-3.16,148.0,HEAVY_RAIN (IMD p95 7-day),-3718.4,SIMULATED
SIM_2022-05-27_NORMAL,SYN_MINE_01,2022-05-27,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,9.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-05-27_HEAVY_RAIN,SYN_MINE_01,2022-05-27,7,HEAVY_RAIN,19.41,site / dumpers,-0.0644,2.133,-0.036,2.586,-0.41,148.0,HEAVY_RAIN (IMD p95 7-day),-2190.8,SIMULATED
SIM_2022-05-27_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-05-27,7,EQUIPMENT_DEGRADATION,19.4,"excavators, dumpers",-0.1561,0.387,-0.118,-0.404,-2.1,9.5,OBSERVED WEEK (IMD/ERA5),-2189.0,SIMULATED
SIM_2022-05-27_BLAST_DELAY,SYN_MINE_01,2022-05-27,7,BLAST_DELAY,42.64,blasting / excavators,0.0,0.0,6.871,0.0,0.0,9.5,OBSERVED WEEK (IMD/ERA5),-4811.5,SIMULATED
SIM_2022-05-27_DRILL_DELAY,SYN_MINE_01,2022-05-27,7,DRILL_DELAY,12.69,drills,-0.1319,-0.096,0.16,2.237,0.21,9.5,OBSERVED WEEK (IMD/ERA5),-1431.6,SIMULATED
SIM_2022-05-27_HAULAGE_DISRUPTION,SYN_MINE_01,2022-05-27,7,HAULAGE_DISRUPTION,42.13,dumpers / haul road,-0.0659,6.396,-0.049,0.876,-3.46,9.5,OBSERVED WEEK (IMD/ERA5),-4753.8,SIMULATED
SIM_2022-05-27_COMBINED_DISRUPTION,SYN_MINE_01,2022-05-27,7,COMBINED_DISRUPTION,41.79,site-wide,-0.2501,2.201,-0.066,1.948,-2.23,148.0,HEAVY_RAIN (IMD p95 7-day),-4715.5,SIMULATED
SIM_2022-06-10_NORMAL,SYN_MINE_01,2022-06-10,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,22.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2022-06-10_HEAVY_RAIN,SYN_MINE_01,2022-06-10,7,HEAVY_RAIN,9.34,site / dumpers,0.054,2.363,-0.238,1.724,-0.72,148.0,HEAVY_RAIN (IMD p95 7-day),-951.7,SIMULATED
SIM_2022-06-10_EQUIPMENT_DEGRADATION,SYN_MINE_01,2022-06-10,7,EQUIPMENT_DEGRADATION,2.25,"excavators, dumpers",-0.0143,0.417,-0.277,-0.149,-1.6,22.5,OBSERVED WEEK (IMD/ERA5),-229.5,SIMULATED
SIM_2022-06-10_BLAST_DELAY,SYN_MINE_01,2022-06-10,7,BLAST_DELAY,52.9,blasting / excavators,0.0,0.0,7.761,0.0,0.0,22.5,OBSERVED WEEK (IMD/ERA5),-5390.0,SIMULATED
SIM_2022-06-10_DRILL_DELAY,SYN_MINE_01,2022-06-10,7,DRILL_DELAY,6.52,drills,-0.0576,0.051,-0.211,1.311,-0.06,22.5,OBSERVED WEEK (IMD/ERA5),-664.2,SIMULATED
SIM_2022-06-10_HAULAGE_DISRUPTION,SYN_MINE_01,2022-06-10,7,HAULAGE_DISRUPTION,34.18,dumpers / haul road,0.0561,6.133,-0.242,0.172,-3.7,22.5,OBSERVED WEEK (IMD/ERA5),-3483.4,SIMULATED
