target_id,scenario,lat,lon,prospectivity_rank,observed_evidence_level,geological_unit,nmet_block_id,n_boreholes,n_intervals,n_geochem,n_geophys,mn_bearing_intervals,max_mn_pct,provenance
T28,AMBIGUOUS_DRILLING_RESULT,21.9464,80.1212,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,,3,12,12,1,3,19.9,SIMULATED
T29,NO_SUBSURFACE_EVIDENCE,21.5307,79.6411,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,RONGHA,0,0,0,0,0,,SIMULATED
T29,POSITIVE_GEOPHYSICAL_SUPPORT,21.5307,79.6411,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,RONGHA,0,0,0,1,0,,SIMULATED
T29,POSITIVE_GEOCHEMICAL_SUPPORT,21.5307,79.6411,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,RONGHA,0,0,8,0,0,,SIMULATED
T29,POSITIVE_DRILLING_INTERSECTION,21.5307,79.6411,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,RONGHA,3,14,14,1,4,39.13,SIMULATED
T29,NEGATIVE_DRILLING_RESULT,21.5307,79.6411,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,RONGHA,3,6,6,1,0,,SIMULATED
T29,AMBIGUOUS_DRILLING_RESULT,21.5307,79.6411,97.5,2,Mesoproterozoic sedimentary and volcanic rocks,RONGHA,3,12,12,1,3,14.77,SIMULATED
T30,NO_SUBSURFACE_EVIDENCE,21.6399,80.3901,97.4,1,Archean crystalline metamorphic rocks,,0,0,0,0,0,,SIMULATED
T30,POSITIVE_GEOPHYSICAL_SUPPORT,21.6399,80.3901,97.4,1,Archean crystalline metamorphic rocks,,0,0,0,1,0,,SIMULATED
T30,POSITIVE_GEOCHEMICAL_SUPPORT,21.6399,80.3901,97.4,1,Archean crystalline metamorphic rocks,,0,0,8,0,0,,SIMULATED
T30,POSITIVE_DRILLING_INTERSECTION,21.6399,80.3901,97.4,1,Archean crystalline metamorphic rocks,,3,16,16,1,5,40.42,SIMULATED
T30,NEGATIVE_DRILLING_RESULT,21.6399,80.3901,97.4,1,Archean crystalline metamorphic rocks,,3,6,6,1,0,,SIMULATED
T30,AMBIGUOUS_DRILLING_RESULT,21.6399,80.3901,97.4,1,Archean crystalline metamorphic rocks,,3,12,12,1,3,30.38,SIMULATED
T31,NO_SUBSURFACE_EVIDENCE,21.7072,79.8993,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,KATORI_JHIRIYA,0,0,0,0,0,,SIMULATED
T31,POSITIVE_GEOPHYSICAL_SUPPORT,21.7072,79.8993,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,KATORI_JHIRIYA,0,0,0,1,0,,SIMULATED
T31,POSITIVE_GEOCHEMICAL_SUPPORT,21.7072,79.8993,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,KATORI_JHIRIYA,0,0,8,0,0,,SIMULATED
T31,POSITIVE_DRILLING_INTERSECTION,21.7072,79.8993,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,KATORI_JHIRIYA,3,14,14,1,4,42.48,SIMULATED
T31,NEGATIVE_DRILLING_RESULT,21.7072,79.8993,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,KATORI_JHIRIYA,3,6,6,1,0,,SIMULATED
T31,AMBIGUOUS_DRILLING_RESULT,21.7072,79.8993,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,KATORI_JHIRIYA,3,12,12,1,3,17.25,SIMULATED
T32,NO_SUBSURFACE_EVIDENCE,22.1053,80.38,97.4,1,Archean crystalline metamorphic rocks,,0,0,0,0,0,,SIMULATED
T32,POSITIVE_GEOPHYSICAL_SUPPORT,22.1053,80.38,97.4,1,Archean crystalline metamorphic rocks,,0,0,0,1,0,,SIMULATED
T32,POSITIVE_GEOCHEMICAL_SUPPORT,22.1053,80.38,97.4,1,Archean crystalline metamorphic rocks,,0,0,8,0,0,,SIMULATED
T32,POSITIVE_DRILLING_INTERSECTION,22.1053,80.38,97.4,1,Archean crystalline metamorphic rocks,,3,12,12,1,3,30.56,SIMULATED
T32,NEGATIVE_DRILLING_RESULT,22.1053,80.38,97.4,1,Archean crystalline metamorphic rocks,,3,6,6,1,0,,SIMULATED
T32,AMBIGUOUS_DRILLING_RESULT,22.1053,80.38,97.4,1,Archean crystalline metamorphic rocks,,3,12,12,1,2,17.6,SIMULATED
T33,NO_SUBSURFACE_EVIDENCE,21.9625,80.4999,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,0,0,,SIMULATED
T33,POSITIVE_GEOPHYSICAL_SUPPORT,21.9625,80.4999,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,1,0,,SIMULATED
T33,POSITIVE_GEOCHEMICAL_SUPPORT,21.9625,80.4999,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,8,0,0,,SIMULATED
T33,POSITIVE_DRILLING_INTERSECTION,21.9625,80.4999,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,3,18,18,1,6,43.31,SIMULATED
T33,NEGATIVE_DRILLING_RESULT,21.9625,80.4999,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,3,6,6,1,0,,SIMULATED
T33,AMBIGUOUS_DRILLING_RESULT,21.9625,80.4999,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,3,12,12,1,3,23.75,SIMULATED
T34,NO_SUBSURFACE_EVIDENCE,21.8301,79.9322,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,0,0,,SIMULATED
T34,POSITIVE_GEOPHYSICAL_SUPPORT,21.8301,79.9322,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,1,0,,SIMULATED
T34,POSITIVE_GEOCHEMICAL_SUPPORT,21.8301,79.9322,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,8,0,0,,SIMULATED
T34,POSITIVE_DRILLING_INTERSECTION,21.8301,79.9322,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,3,16,16,1,5,38.04,SIMULATED
T34,NEGATIVE_DRILLING_RESULT,21.8301,79.9322,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,3,6,6,1,0,,SIMULATED
T34,AMBIGUOUS_DRILLING_RESULT,21.8301,79.9322,97.4,2,Mesoproterozoic sedimentary and volcanic rocks,,3,12,12,1,3,18.73,SIMULATED
T35,NO_SUBSURFACE_EVIDENCE,21.4338,80.2026,97.4,1,Archean crystalline metamorphic rocks,,0,0,0,0,0,,SIMULATED
T35,POSITIVE_GEOPHYSICAL_SUPPORT,21.4338,80.2026,97.4,1,Archean crystalline metamorphic rocks,,0,0,0,1,0,,SIMULATED
T35,POSITIVE_GEOCHEMICAL_SUPPORT,21.4338,80.2026,97.4,1,Archean crystalline metamorphic rocks,,0,0,8,0,0,,SIMULATED
T35,POSITIVE_DRILLING_INTERSECTION,21.4338,80.2026,97.4,1,Archean crystalline metamorphic rocks,,3,14,14,1,4,34.63,SIMULATED
T35,NEGATIVE_DRILLING_RESULT,21.4338,80.2026,97.4,1,Archean crystalline metamorphic rocks,,3,6,6,1,0,,SIMULATED
T35,AMBIGUOUS_DRILLING_RESULT,21.4338,80.2026,97.4,1,Archean crystalline metamorphic rocks,,3,12,12,1,3,26.35,SIMULATED
T36,NO_SUBSURFACE_EVIDENCE,22.2024,80.6383,97.4,1,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,0,0,,SIMULATED
T36,POSITIVE_GEOPHYSICAL_SUPPORT,22.2024,80.6383,97.4,1,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,1,0,,SIMULATED
T36,POSITIVE_GEOCHEMICAL_SUPPORT,22.2024,80.6383,97.4,1,Mesoproterozoic sedimentary and volcanic rocks,,0,0,8,0,0,,SIMULATED
T36,POSITIVE_DRILLING_INTERSECTION,22.2024,80.6383,97.4,1,Mesoproterozoic sedimentary and volcanic rocks,,3,18,18,1,6,40.46,SIMULATED
T36,NEGATIVE_DRILLING_RESULT,22.2024,80.6383,97.4,1,Mesoproterozoic sedimentary and volcanic rocks,,3,6,6,1,0,,SIMULATED
T36,AMBIGUOUS_DRILLING_RESULT,22.2024,80.6383,97.4,1,Mesoproterozoic sedimentary and volcanic rocks,,3,12,12,1,3,23.41,SIMULATED
T37,NO_SUBSURFACE_EVIDENCE,21.8769,80.7826,97.3,1,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,0,0,,SIMULATED
T37,POSITIVE_GEOPHYSICAL_SUPPORT,21.8769,80.7826,97.3,1,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,1,0,,SIMULATED
T37,POSITIVE_GEOCHEMICAL_SUPPORT,21.8769,80.7826,97.3,1,Mesoproterozoic sedimentary and volcanic rocks,,0,0,8,0,0,,SIMULATED
T37,POSITIVE_DRILLING_INTERSECTION,21.8769,80.7826,97.3,1,Mesoproterozoic sedimentary and volcanic rocks,,3,15,15,1,5,39.35,SIMULATED
T37,NEGATIVE_DRILLING_RESULT,21.8769,80.7826,97.3,1,Mesoproterozoic sedimentary and volcanic rocks,,3,6,6,1,0,,SIMULATED
T37,AMBIGUOUS_DRILLING_RESULT,21.8769,80.7826,97.3,1,Mesoproterozoic sedimentary and volcanic rocks,,3,12,12,1,2,27.22,SIMULATED
T38,NO_SUBSURFACE_EVIDENCE,21.4564,79.1593,97.3,1,Archean crystalline metamorphic rocks,,0,0,0,0,0,,SIMULATED
T38,POSITIVE_GEOPHYSICAL_SUPPORT,21.4564,79.1593,97.3,1,Archean crystalline metamorphic rocks,,0,0,0,1,0,,SIMULATED
T38,POSITIVE_GEOCHEMICAL_SUPPORT,21.4564,79.1593,97.3,1,Archean crystalline metamorphic rocks,,0,0,8,0,0,,SIMULATED
T38,POSITIVE_DRILLING_INTERSECTION,21.4564,79.1593,97.3,1,Archean crystalline metamorphic rocks,,3,14,14,1,4,39.41,SIMULATED
T38,NEGATIVE_DRILLING_RESULT,21.4564,79.1593,97.3,1,Archean crystalline metamorphic rocks,,3,6,6,1,0,,SIMULATED
T38,AMBIGUOUS_DRILLING_RESULT,21.4564,79.1593,97.3,1,Archean crystalline metamorphic rocks,,3,12,12,1,3,21.91,SIMULATED
T39,NO_SUBSURFACE_EVIDENCE,21.8763,80.5875,97.3,1,Archean crystalline metamorphic rocks,,0,0,0,0,0,,SIMULATED
T39,POSITIVE_GEOPHYSICAL_SUPPORT,21.8763,80.5875,97.3,1,Archean crystalline metamorphic rocks,,0,0,0,1,0,,SIMULATED
T39,POSITIVE_GEOCHEMICAL_SUPPORT,21.8763,80.5875,97.3,1,Archean crystalline metamorphic rocks,,0,0,8,0,0,,SIMULATED
T39,POSITIVE_DRILLING_INTERSECTION,21.8763,80.5875,97.3,1,Archean crystalline metamorphic rocks,,3,16,16,1,5,32.03,SIMULATED
T39,NEGATIVE_DRILLING_RESULT,21.8763,80.5875,97.3,1,Archean crystalline metamorphic rocks,,3,6,6,1,0,,SIMULATED
T39,AMBIGUOUS_DRILLING_RESULT,21.8763,80.5875,97.3,1,Archean crystalline metamorphic rocks,,3,12,12,1,3,19.81,SIMULATED
T40,NO_SUBSURFACE_EVIDENCE,21.515,79.7322,97.3,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,0,0,,SIMULATED
T40,POSITIVE_GEOPHYSICAL_SUPPORT,21.515,79.7322,97.3,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,0,1,0,,SIMULATED
T40,POSITIVE_GEOCHEMICAL_SUPPORT,21.515,79.7322,97.3,2,Mesoproterozoic sedimentary and volcanic rocks,,0,0,8,0,0,,SIMULATED
T40,POSITIVE_DRILLING_INTERSECTION,21.515,79.7322,97.3,2,Mesoproterozoic sedimentary and volcanic rocks,,3,15,15,1,5,44.0,SIMULATED
T40,NEGATIVE_DRILLING_RESULT,21.515,79.7322,97.3,2,Mesoproterozoic sedimentary and volcanic rocks,,3,6,6,1,0,,SIMULATED
T40,AMBIGUOUS_DRILLING_RESULT,21.515,79.7322,97.3,2,Mesoproterozoic sedimentary and volcanic rocks,,3,12,12,1,3,19.74,SIMULATED
