borehole_id,target_id,scenario,depth_from_m,depth_to_m,interval_thickness_m,formation,host_lithology,weathering_zone,manganese_presence,mn_grade_pct,grade_category,confidence,evidence_level,provenance
SIM_T10_AMB_BH01,T10,AMBIGUOUS_DRILLING_RESULT,21.24,21.97,0.74,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,30.75,LOW (25-35% Mn),LOW,3,SIMULATED
SIM_T10_AMB_BH01,T10,AMBIGUOUS_DRILLING_RESULT,21.97,76.1,54.13,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.64,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH02,T10,AMBIGUOUS_DRILLING_RESULT,0.0,2.99,2.99,Sausar Group,weathered zone / laterite cover,True,False,0.21,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH02,T10,AMBIGUOUS_DRILLING_RESULT,2.99,57.11,54.12,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.77,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH02,T10,AMBIGUOUS_DRILLING_RESULT,57.11,57.99,0.88,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,15.46,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH02,T10,AMBIGUOUS_DRILLING_RESULT,57.99,79.8,21.81,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.87,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH03,T10,AMBIGUOUS_DRILLING_RESULT,0.0,2.2,2.2,Sausar Group,weathered zone / laterite cover,True,False,0.38,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH03,T10,AMBIGUOUS_DRILLING_RESULT,2.2,12.89,10.69,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.32,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH03,T10,AMBIGUOUS_DRILLING_RESULT,12.89,13.61,0.72,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),True,True,24.13,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T10_AMB_BH03,T10,AMBIGUOUS_DRILLING_RESULT,13.61,56.2,42.59,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.15,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_POS_BH01,T11,POSITIVE_DRILLING_INTERSECTION,0.0,2.14,2.14,Sausar Group,weathered zone / laterite cover,True,False,0.24,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH01,T11,POSITIVE_DRILLING_INTERSECTION,2.14,13.42,11.28,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.25,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH01,T11,POSITIVE_DRILLING_INTERSECTION,13.42,15.09,1.67,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),True,True,35.96,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T11_POS_BH01,T11,POSITIVE_DRILLING_INTERSECTION,15.09,52.5,37.41,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.59,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH02,T11,POSITIVE_DRILLING_INTERSECTION,0.0,2.83,2.83,Sausar Group,weathered zone / laterite cover,True,False,0.65,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH02,T11,POSITIVE_DRILLING_INTERSECTION,2.83,52.31,49.48,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.2,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH02,T11,POSITIVE_DRILLING_INTERSECTION,52.31,54.13,1.82,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,27.82,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T11_POS_BH02,T11,POSITIVE_DRILLING_INTERSECTION,54.13,97.5,43.37,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.79,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH03,T11,POSITIVE_DRILLING_INTERSECTION,0.0,2.9,2.9,Sausar Group,weathered zone / laterite cover,True,False,0.26,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH03,T11,POSITIVE_DRILLING_INTERSECTION,2.9,17.89,14.99,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.38,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_POS_BH03,T11,POSITIVE_DRILLING_INTERSECTION,17.89,19.87,1.98,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,32.77,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T11_POS_BH03,T11,POSITIVE_DRILLING_INTERSECTION,19.87,95.7,75.83,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.57,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_NEG_BH01,T11,NEGATIVE_DRILLING_RESULT,0.0,2.03,2.03,Sausar Group,weathered zone / laterite cover,True,False,0.66,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_NEG_BH01,T11,NEGATIVE_DRILLING_RESULT,2.03,84.6,82.57,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_NEG_BH02,T11,NEGATIVE_DRILLING_RESULT,0.0,2.56,2.56,Sausar Group,weathered zone / laterite cover,True,False,0.38,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_NEG_BH02,T11,NEGATIVE_DRILLING_RESULT,2.56,50.8,48.24,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,1.05,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_NEG_BH03,T11,NEGATIVE_DRILLING_RESULT,0.0,2.45,2.45,Sausar Group,weathered zone / laterite cover,True,False,0.66,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_NEG_BH03,T11,NEGATIVE_DRILLING_RESULT,2.45,58.3,55.85,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.56,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T11_AMB_BH01,T11,AMBIGUOUS_DRILLING_RESULT,0.0,2.61,2.61,Sausar Group,weathered zone / laterite cover,True,False,0.31,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH01,T11,AMBIGUOUS_DRILLING_RESULT,2.61,42.11,39.49,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.85,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH01,T11,AMBIGUOUS_DRILLING_RESULT,42.11,42.86,0.75,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,26.28,LOW (25-35% Mn),LOW,3,SIMULATED
SIM_T11_AMB_BH01,T11,AMBIGUOUS_DRILLING_RESULT,42.86,57.2,14.34,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.45,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH02,T11,AMBIGUOUS_DRILLING_RESULT,0.0,2.5,2.5,Sausar Group,weathered zone / laterite cover,True,False,0.65,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH02,T11,AMBIGUOUS_DRILLING_RESULT,2.5,17.8,15.3,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.66,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH02,T11,AMBIGUOUS_DRILLING_RESULT,17.8,18.29,0.5,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,19.62,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH02,T11,AMBIGUOUS_DRILLING_RESULT,18.29,54.1,35.81,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.52,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH03,T11,AMBIGUOUS_DRILLING_RESULT,0.0,2.57,2.57,Sausar Group,weathered zone / laterite cover,True,False,0.24,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH03,T11,AMBIGUOUS_DRILLING_RESULT,2.57,31.16,28.59,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.18,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH03,T11,AMBIGUOUS_DRILLING_RESULT,31.16,31.72,0.56,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,False,7.84,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T11_AMB_BH03,T11,AMBIGUOUS_DRILLING_RESULT,31.72,69.7,37.98,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.62,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_POS_BH01,T12,POSITIVE_DRILLING_INTERSECTION,0.0,2.25,2.25,Sausar Group,weathered zone / laterite cover,True,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH01,T12,POSITIVE_DRILLING_INTERSECTION,2.25,11.78,9.53,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.32,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH01,T12,POSITIVE_DRILLING_INTERSECTION,11.78,13.56,1.78,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),True,True,32.73,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T12_POS_BH01,T12,POSITIVE_DRILLING_INTERSECTION,13.56,62.4,48.84,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.29,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH02,T12,POSITIVE_DRILLING_INTERSECTION,0.0,2.53,2.53,Sausar Group,weathered zone / laterite cover,True,False,0.64,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH02,T12,POSITIVE_DRILLING_INTERSECTION,2.53,17.94,15.41,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.17,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH02,T12,POSITIVE_DRILLING_INTERSECTION,17.94,19.83,1.88,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,24.81,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH02,T12,POSITIVE_DRILLING_INTERSECTION,19.83,59.1,39.27,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.35,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH03,T12,POSITIVE_DRILLING_INTERSECTION,0.0,2.92,2.92,Sausar Group,weathered zone / laterite cover,True,False,0.1,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH03,T12,POSITIVE_DRILLING_INTERSECTION,2.92,52.54,49.62,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.57,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_POS_BH03,T12,POSITIVE_DRILLING_INTERSECTION,52.54,54.46,1.92,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,32.45,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T12_POS_BH03,T12,POSITIVE_DRILLING_INTERSECTION,54.46,82.6,28.14,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.65,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_NEG_BH01,T12,NEGATIVE_DRILLING_RESULT,0.0,2.93,2.93,Sausar Group,weathered zone / laterite cover,True,False,0.22,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_NEG_BH01,T12,NEGATIVE_DRILLING_RESULT,2.93,77.0,74.07,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.32,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_NEG_BH02,T12,NEGATIVE_DRILLING_RESULT,0.0,2.6,2.6,Sausar Group,weathered zone / laterite cover,True,False,0.67,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_NEG_BH02,T12,NEGATIVE_DRILLING_RESULT,2.6,53.1,50.5,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.48,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_NEG_BH03,T12,NEGATIVE_DRILLING_RESULT,0.0,2.92,2.92,Sausar Group,weathered zone / laterite cover,True,False,0.18,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_NEG_BH03,T12,NEGATIVE_DRILLING_RESULT,2.92,71.7,68.78,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.27,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T12_AMB_BH01,T12,AMBIGUOUS_DRILLING_RESULT,0.0,2.65,2.65,Sausar Group,weathered zone / laterite cover,True,False,0.29,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH01,T12,AMBIGUOUS_DRILLING_RESULT,2.65,38.69,36.04,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.42,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH01,T12,AMBIGUOUS_DRILLING_RESULT,38.69,39.16,0.47,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,15.41,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH01,T12,AMBIGUOUS_DRILLING_RESULT,39.16,82.2,43.04,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.27,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH02,T12,AMBIGUOUS_DRILLING_RESULT,0.0,2.32,2.32,Sausar Group,weathered zone / laterite cover,True,False,0.15,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH02,T12,AMBIGUOUS_DRILLING_RESULT,2.32,61.61,59.3,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.33,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH02,T12,AMBIGUOUS_DRILLING_RESULT,61.61,62.2,0.59,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,13.7,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH02,T12,AMBIGUOUS_DRILLING_RESULT,62.2,76.3,14.1,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.6,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH03,T12,AMBIGUOUS_DRILLING_RESULT,0.0,2.13,2.13,Sausar Group,weathered zone / laterite cover,True,False,0.63,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH03,T12,AMBIGUOUS_DRILLING_RESULT,2.13,46.91,44.79,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.53,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH03,T12,AMBIGUOUS_DRILLING_RESULT,46.91,47.67,0.76,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,16.69,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T12_AMB_BH03,T12,AMBIGUOUS_DRILLING_RESULT,47.67,55.4,7.73,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.57,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_POS_BH01,T13,POSITIVE_DRILLING_INTERSECTION,0.0,2.81,2.81,Sausar Group,weathered zone / laterite cover,True,False,0.32,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH01,T13,POSITIVE_DRILLING_INTERSECTION,2.81,17.82,15.01,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH01,T13,POSITIVE_DRILLING_INTERSECTION,17.82,19.71,1.89,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,36.98,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T13_POS_BH01,T13,POSITIVE_DRILLING_INTERSECTION,19.71,47.27,27.56,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.59,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH01,T13,POSITIVE_DRILLING_INTERSECTION,47.27,48.84,1.57,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,28.95,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T13_POS_BH01,T13,POSITIVE_DRILLING_INTERSECTION,48.84,61.1,12.26,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.71,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH02,T13,POSITIVE_DRILLING_INTERSECTION,0.0,2.88,2.88,Sausar Group,weathered zone / laterite cover,True,False,0.62,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH02,T13,POSITIVE_DRILLING_INTERSECTION,2.88,19.17,16.29,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH02,T13,POSITIVE_DRILLING_INTERSECTION,19.17,20.79,1.62,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,32.03,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T13_POS_BH02,T13,POSITIVE_DRILLING_INTERSECTION,20.79,85.8,65.01,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.28,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH03,T13,POSITIVE_DRILLING_INTERSECTION,0.0,2.75,2.75,Sausar Group,weathered zone / laterite cover,True,False,0.5,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH03,T13,POSITIVE_DRILLING_INTERSECTION,2.75,23.86,21.11,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.58,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH03,T13,POSITIVE_DRILLING_INTERSECTION,23.86,25.74,1.88,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,27.34,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T13_POS_BH03,T13,POSITIVE_DRILLING_INTERSECTION,25.74,48.67,22.94,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.46,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_POS_BH03,T13,POSITIVE_DRILLING_INTERSECTION,48.67,50.52,1.85,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,32.78,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T13_POS_BH03,T13,POSITIVE_DRILLING_INTERSECTION,50.52,62.2,11.68,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.19,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_NEG_BH01,T13,NEGATIVE_DRILLING_RESULT,0.0,2.92,2.92,Sausar Group,weathered zone / laterite cover,True,False,0.32,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_NEG_BH01,T13,NEGATIVE_DRILLING_RESULT,2.92,69.0,66.08,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_NEG_BH02,T13,NEGATIVE_DRILLING_RESULT,0.0,2.27,2.27,Sausar Group,weathered zone / laterite cover,True,False,1.3,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_NEG_BH02,T13,NEGATIVE_DRILLING_RESULT,2.27,60.8,58.53,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,1.31,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_NEG_BH03,T13,NEGATIVE_DRILLING_RESULT,0.0,2.87,2.87,Sausar Group,weathered zone / laterite cover,True,False,0.36,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_NEG_BH03,T13,NEGATIVE_DRILLING_RESULT,2.87,86.2,83.33,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.33,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T13_AMB_BH01,T13,AMBIGUOUS_DRILLING_RESULT,0.0,2.92,2.92,Sausar Group,weathered zone / laterite cover,True,False,0.31,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH01,T13,AMBIGUOUS_DRILLING_RESULT,2.92,21.84,18.93,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.46,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH01,T13,AMBIGUOUS_DRILLING_RESULT,21.84,22.31,0.47,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,19.4,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH01,T13,AMBIGUOUS_DRILLING_RESULT,22.31,93.7,71.39,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.43,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH02,T13,AMBIGUOUS_DRILLING_RESULT,0.0,2.16,2.16,Sausar Group,weathered zone / laterite cover,True,False,0.24,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH02,T13,AMBIGUOUS_DRILLING_RESULT,2.16,32.5,30.34,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.22,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH02,T13,AMBIGUOUS_DRILLING_RESULT,32.5,32.94,0.44,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,15.97,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH02,T13,AMBIGUOUS_DRILLING_RESULT,32.94,81.6,48.66,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,1.38,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH03,T13,AMBIGUOUS_DRILLING_RESULT,0.0,3.0,3.0,Sausar Group,weathered zone / laterite cover,True,False,0.38,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH03,T13,AMBIGUOUS_DRILLING_RESULT,3.0,39.1,36.11,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.31,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH03,T13,AMBIGUOUS_DRILLING_RESULT,39.1,39.6,0.49,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,14.97,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T13_AMB_BH03,T13,AMBIGUOUS_DRILLING_RESULT,39.6,58.7,19.1,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.26,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T14_POS_BH01,T14,POSITIVE_DRILLING_INTERSECTION,0.0,2.39,2.39,Sausar Group,weathered zone / laterite cover,True,False,0.49,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH01,T14,POSITIVE_DRILLING_INTERSECTION,2.39,66.07,63.68,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.29,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH01,T14,POSITIVE_DRILLING_INTERSECTION,66.07,68.03,1.96,Sausar Group,Mn ore / gondite horizon H2 (within Mansar Formation),False,True,37.93,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T14_POS_BH01,T14,POSITIVE_DRILLING_INTERSECTION,68.03,82.4,14.37,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH02,T14,POSITIVE_DRILLING_INTERSECTION,0.0,2.81,2.81,Sausar Group,weathered zone / laterite cover,True,False,0.37,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH02,T14,POSITIVE_DRILLING_INTERSECTION,2.81,40.81,38.0,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.34,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH02,T14,POSITIVE_DRILLING_INTERSECTION,40.81,42.41,1.6,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,35.31,MEDIUM (35-46% Mn),MODERATE,3,SIMULATED
SIM_T14_POS_BH02,T14,POSITIVE_DRILLING_INTERSECTION,42.41,63.7,21.29,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.29,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH03,T14,POSITIVE_DRILLING_INTERSECTION,0.0,2.56,2.56,Sausar Group,weathered zone / laterite cover,True,False,0.19,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH03,T14,POSITIVE_DRILLING_INTERSECTION,2.56,20.61,18.05,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.2,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH03,T14,POSITIVE_DRILLING_INTERSECTION,20.61,22.13,1.52,Sausar Group,Mn ore / gondite horizon H1 (Mansar/Chorbaoli contact),False,True,24.12,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH03,T14,POSITIVE_DRILLING_INTERSECTION,22.13,28.72,6.59,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.4,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_POS_BH03,T14,POSITIVE_DRILLING_INTERSECTION,28.72,30.62,1.9,Sausar Group,Mn ore / gondite horizon H3 (Mansar/Lohangi-Sitasaongi contact),False,True,25.33,LOW (25-35% Mn),MODERATE,3,SIMULATED
SIM_T14_POS_BH03,T14,POSITIVE_DRILLING_INTERSECTION,30.62,55.7,25.08,Sausar Group,quartz-mica schist / calc-silicate (host),False,False,0.32,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_NEG_BH01,T14,NEGATIVE_DRILLING_RESULT,0.0,2.28,2.28,Sausar Group,weathered zone / laterite cover,True,False,0.55,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_NEG_BH01,T14,NEGATIVE_DRILLING_RESULT,2.28,51.7,49.42,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.21,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_NEG_BH02,T14,NEGATIVE_DRILLING_RESULT,0.0,2.5,2.5,Sausar Group,weathered zone / laterite cover,True,False,0.39,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_NEG_BH02,T14,NEGATIVE_DRILLING_RESULT,2.5,87.8,85.3,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.82,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_NEG_BH03,T14,NEGATIVE_DRILLING_RESULT,0.0,2.29,2.29,Sausar Group,weathered zone / laterite cover,True,False,0.46,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_NEG_BH03,T14,NEGATIVE_DRILLING_RESULT,2.29,80.8,78.51,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.25,BELOW 25% Mn,MODERATE,3,SIMULATED
SIM_T14_AMB_BH01,T14,AMBIGUOUS_DRILLING_RESULT,0.0,2.27,2.27,Sausar Group,weathered zone / laterite cover,True,False,0.49,BELOW 25% Mn,LOW,3,SIMULATED
SIM_T14_AMB_BH01,T14,AMBIGUOUS_DRILLING_RESULT,2.27,51.38,49.1,Sausar Group,quartz-mica schist / calc-silicate (host),True,False,0.1,BELOW 25% Mn,LOW,3,SIMULATED
