borehole_id,target_id,scenario,latitude,longitude,azimuth,dip,total_depth_m,bed_dip_deg,formation_context,generation_basis,provenance
SIM_T15_NEG_BH01,T15,NEGATIVE_DRILLING_RESULT,21.987441,79.456052,333.5,-60.0,95.9,79.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T15_NEG_BH02,T15,NEGATIVE_DRILLING_RESULT,21.989924,79.451837,347.0,-60.0,74.2,74.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T15_NEG_BH03,T15,NEGATIVE_DRILLING_RESULT,21.990983,79.459128,353.6,-60.0,66.5,52.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T15_AMB_BH01,T15,AMBIGUOUS_DRILLING_RESULT,21.991779,79.45695,353.1,-60.0,75.2,69.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T15_AMB_BH02,T15,AMBIGUOUS_DRILLING_RESULT,21.989638,79.455895,345.5,-60.0,69.5,73.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T15_AMB_BH03,T15,AMBIGUOUS_DRILLING_RESULT,21.992614,79.455704,344.7,-60.0,80.1,76.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_POS_BH01,T16,POSITIVE_DRILLING_INTERSECTION,21.985265,80.266553,342.0,-60.0,69.0,49.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_POS_BH02,T16,POSITIVE_DRILLING_INTERSECTION,21.981857,80.267345,331.2,-60.0,57.7,47.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_POS_BH03,T16,POSITIVE_DRILLING_INTERSECTION,21.980652,80.265645,354.2,-60.0,87.8,69.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_NEG_BH01,T16,NEGATIVE_DRILLING_RESULT,21.982323,80.268874,335.5,-60.0,75.6,72.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_NEG_BH02,T16,NEGATIVE_DRILLING_RESULT,21.979801,80.268269,329.4,-60.0,91.8,48.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_NEG_BH03,T16,NEGATIVE_DRILLING_RESULT,21.982536,80.268306,340.8,-60.0,82.4,67.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_AMB_BH01,T16,AMBIGUOUS_DRILLING_RESULT,21.981764,80.269094,332.6,-60.0,53.1,64.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_AMB_BH02,T16,AMBIGUOUS_DRILLING_RESULT,21.982716,80.268145,335.0,-60.0,89.8,46.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T16_AMB_BH03,T16,AMBIGUOUS_DRILLING_RESULT,21.98212,80.268458,321.1,-60.0,97.5,57.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_POS_BH01,T17,POSITIVE_DRILLING_INTERSECTION,21.336365,79.390487,338.2,-60.0,71.5,68.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_POS_BH02,T17,POSITIVE_DRILLING_INTERSECTION,21.336115,79.387035,356.6,-60.0,53.4,70.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_POS_BH03,T17,POSITIVE_DRILLING_INTERSECTION,21.338942,79.387485,346.6,-60.0,99.8,79.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_NEG_BH01,T17,NEGATIVE_DRILLING_RESULT,21.340699,79.387139,340.7,-60.0,82.6,78.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_NEG_BH02,T17,NEGATIVE_DRILLING_RESULT,21.343068,79.386068,335.9,-60.0,56.8,71.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_NEG_BH03,T17,NEGATIVE_DRILLING_RESULT,21.336692,79.38421,329.6,-60.0,97.7,55.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_AMB_BH01,T17,AMBIGUOUS_DRILLING_RESULT,21.337585,79.383464,331.9,-60.0,51.5,51.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_AMB_BH02,T17,AMBIGUOUS_DRILLING_RESULT,21.339239,79.384524,351.7,-60.0,95.3,69.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T17_AMB_BH03,T17,AMBIGUOUS_DRILLING_RESULT,21.33949,79.384751,341.6,-60.0,57.6,79.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_POS_BH01,T18,POSITIVE_DRILLING_INTERSECTION,21.713463,80.115568,335.6,-60.0,86.3,76.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_POS_BH02,T18,POSITIVE_DRILLING_INTERSECTION,21.716217,80.117714,345.5,-60.0,87.6,71.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_POS_BH03,T18,POSITIVE_DRILLING_INTERSECTION,21.713882,80.121766,342.0,-60.0,62.8,64.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_NEG_BH01,T18,NEGATIVE_DRILLING_RESULT,21.716314,80.119147,332.5,-60.0,71.1,62.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_NEG_BH02,T18,NEGATIVE_DRILLING_RESULT,21.715899,80.118265,332.7,-60.0,56.5,66.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_NEG_BH03,T18,NEGATIVE_DRILLING_RESULT,21.711122,80.120081,1.2,-60.0,76.7,65.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_AMB_BH01,T18,AMBIGUOUS_DRILLING_RESULT,21.718538,80.118227,356.2,-60.0,96.7,66.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_AMB_BH02,T18,AMBIGUOUS_DRILLING_RESULT,21.713403,80.116903,332.5,-60.0,56.2,49.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T18_AMB_BH03,T18,AMBIGUOUS_DRILLING_RESULT,21.715785,80.121316,338.2,-60.0,57.3,65.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_POS_BH01,T19,POSITIVE_DRILLING_INTERSECTION,21.796068,80.6277,325.0,-60.0,80.7,51.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_POS_BH02,T19,POSITIVE_DRILLING_INTERSECTION,21.795999,80.629188,336.4,-60.0,79.2,50.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_POS_BH03,T19,POSITIVE_DRILLING_INTERSECTION,21.796739,80.626933,346.1,-60.0,55.6,72.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_NEG_BH01,T19,NEGATIVE_DRILLING_RESULT,21.798993,80.625996,338.4,-60.0,55.7,49.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_NEG_BH02,T19,NEGATIVE_DRILLING_RESULT,21.794719,80.627123,325.1,-60.0,77.5,53.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_NEG_BH03,T19,NEGATIVE_DRILLING_RESULT,21.797426,80.625459,341.0,-60.0,63.7,57.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_AMB_BH01,T19,AMBIGUOUS_DRILLING_RESULT,21.797924,80.628263,339.5,-60.0,63.7,53.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_AMB_BH02,T19,AMBIGUOUS_DRILLING_RESULT,21.797618,80.626218,356.9,-60.0,95.6,62.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T19_AMB_BH03,T19,AMBIGUOUS_DRILLING_RESULT,21.796975,80.627161,352.7,-60.0,73.4,68.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_POS_BH01,T20,POSITIVE_DRILLING_INTERSECTION,22.104632,80.799937,337.7,-60.0,63.7,75.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_POS_BH02,T20,POSITIVE_DRILLING_INTERSECTION,22.107112,80.802303,322.9,-60.0,76.2,61.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_POS_BH03,T20,POSITIVE_DRILLING_INTERSECTION,22.107282,80.797088,339.6,-60.0,95.5,53.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_NEG_BH01,T20,NEGATIVE_DRILLING_RESULT,22.105982,80.79777,341.7,-60.0,75.2,62.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_NEG_BH02,T20,NEGATIVE_DRILLING_RESULT,22.105383,80.800434,333.1,-60.0,71.5,47.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_NEG_BH03,T20,NEGATIVE_DRILLING_RESULT,22.106864,80.800898,330.6,-60.0,63.7,45.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_AMB_BH01,T20,AMBIGUOUS_DRILLING_RESULT,22.104614,80.799058,343.6,-60.0,79.0,60.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_AMB_BH02,T20,AMBIGUOUS_DRILLING_RESULT,22.106675,80.79961,312.5,-60.0,66.6,70.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T20_AMB_BH03,T20,AMBIGUOUS_DRILLING_RESULT,22.105724,80.799805,347.5,-60.0,75.3,54.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_POS_BH01,T21,POSITIVE_DRILLING_INTERSECTION,21.367892,80.375305,335.7,-60.0,66.2,77.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_POS_BH02,T21,POSITIVE_DRILLING_INTERSECTION,21.362305,80.374025,331.9,-60.0,61.4,69.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_POS_BH03,T21,POSITIVE_DRILLING_INTERSECTION,21.366373,80.374401,336.7,-60.0,65.4,50.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_NEG_BH01,T21,NEGATIVE_DRILLING_RESULT,21.366252,80.376566,1.1,-60.0,92.0,77.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_NEG_BH02,T21,NEGATIVE_DRILLING_RESULT,21.366097,80.376762,349.7,-60.0,94.8,51.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_NEG_BH03,T21,NEGATIVE_DRILLING_RESULT,21.369663,80.377273,336.1,-60.0,71.1,52.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_AMB_BH01,T21,AMBIGUOUS_DRILLING_RESULT,21.367888,80.37846,331.7,-60.0,63.8,57.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_AMB_BH02,T21,AMBIGUOUS_DRILLING_RESULT,21.365307,80.37496,341.5,-60.0,68.2,57.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T21_AMB_BH03,T21,AMBIGUOUS_DRILLING_RESULT,21.365684,80.375601,333.0,-60.0,75.3,46.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_POS_BH01,T22,POSITIVE_DRILLING_INTERSECTION,21.758339,79.984762,339.8,-60.0,58.7,46.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_POS_BH02,T22,POSITIVE_DRILLING_INTERSECTION,21.761496,79.983329,330.2,-60.0,77.1,71.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_POS_BH03,T22,POSITIVE_DRILLING_INTERSECTION,21.759821,79.986291,356.5,-60.0,70.3,59.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_NEG_BH01,T22,NEGATIVE_DRILLING_RESULT,21.760025,79.987871,332.4,-60.0,66.4,46.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_NEG_BH02,T22,NEGATIVE_DRILLING_RESULT,21.759694,79.98174,356.2,-60.0,65.1,78.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_NEG_BH03,T22,NEGATIVE_DRILLING_RESULT,21.759423,79.988931,353.9,-60.0,99.6,65.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_AMB_BH01,T22,AMBIGUOUS_DRILLING_RESULT,21.760823,79.985355,345.7,-60.0,67.3,67.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_AMB_BH02,T22,AMBIGUOUS_DRILLING_RESULT,21.758235,79.987093,348.8,-60.0,63.9,74.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T22_AMB_BH03,T22,AMBIGUOUS_DRILLING_RESULT,21.761377,79.986344,350.5,-60.0,97.6,76.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_POS_BH01,T23,POSITIVE_DRILLING_INTERSECTION,21.453705,79.377124,332.6,-60.0,57.4,78.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_POS_BH02,T23,POSITIVE_DRILLING_INTERSECTION,21.454618,79.374975,344.0,-60.0,58.7,71.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_POS_BH03,T23,POSITIVE_DRILLING_INTERSECTION,21.452852,79.374783,359.9,-60.0,70.6,50.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_NEG_BH01,T23,NEGATIVE_DRILLING_RESULT,21.449974,79.376577,336.9,-60.0,97.7,51.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_NEG_BH02,T23,NEGATIVE_DRILLING_RESULT,21.455354,79.376922,323.6,-60.0,80.0,65.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_NEG_BH03,T23,NEGATIVE_DRILLING_RESULT,21.455513,79.378775,324.9,-60.0,83.5,56.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_AMB_BH01,T23,AMBIGUOUS_DRILLING_RESULT,21.452085,79.370995,339.7,-60.0,56.4,56.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_AMB_BH02,T23,AMBIGUOUS_DRILLING_RESULT,21.452906,79.373243,344.7,-60.0,76.6,61.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T23_AMB_BH03,T23,AMBIGUOUS_DRILLING_RESULT,21.452299,79.37538,347.2,-60.0,86.7,66.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_POS_BH01,T24,POSITIVE_DRILLING_INTERSECTION,22.10809,80.631237,338.4,-60.0,68.7,75.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_POS_BH02,T24,POSITIVE_DRILLING_INTERSECTION,22.108996,80.630116,334.4,-60.0,99.8,73.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_POS_BH03,T24,POSITIVE_DRILLING_INTERSECTION,22.110163,80.630745,5.3,-60.0,69.1,46.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_NEG_BH01,T24,NEGATIVE_DRILLING_RESULT,22.110188,80.630587,325.7,-60.0,62.2,75.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_NEG_BH02,T24,NEGATIVE_DRILLING_RESULT,22.112104,80.629609,343.2,-60.0,69.8,68.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_NEG_BH03,T24,NEGATIVE_DRILLING_RESULT,22.111799,80.628737,359.0,-60.0,76.2,70.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_AMB_BH01,T24,AMBIGUOUS_DRILLING_RESULT,22.110597,80.629006,333.9,-60.0,64.9,68.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_AMB_BH02,T24,AMBIGUOUS_DRILLING_RESULT,22.111695,80.629834,11.8,-60.0,79.1,73.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T24_AMB_BH03,T24,AMBIGUOUS_DRILLING_RESULT,22.107098,80.628328,338.7,-60.0,89.3,52.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_POS_BH01,T25,POSITIVE_DRILLING_INTERSECTION,21.62006,79.552212,347.0,-60.0,62.0,64.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_POS_BH02,T25,POSITIVE_DRILLING_INTERSECTION,21.622015,79.556931,5.3,-60.0,57.8,45.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_POS_BH03,T25,POSITIVE_DRILLING_INTERSECTION,21.620927,79.557018,350.7,-60.0,68.3,68.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_NEG_BH01,T25,NEGATIVE_DRILLING_RESULT,21.621736,79.55895,349.0,-60.0,91.9,75.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_NEG_BH02,T25,NEGATIVE_DRILLING_RESULT,21.620344,79.554676,341.4,-60.0,72.7,59.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_NEG_BH03,T25,NEGATIVE_DRILLING_RESULT,21.621117,79.555276,344.5,-60.0,78.5,49.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_AMB_BH01,T25,AMBIGUOUS_DRILLING_RESULT,21.62096,79.551832,328.4,-60.0,90.5,51.4,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_AMB_BH02,T25,AMBIGUOUS_DRILLING_RESULT,21.618103,79.557483,335.9,-60.0,77.6,49.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T25_AMB_BH03,T25,AMBIGUOUS_DRILLING_RESULT,21.622409,79.550042,345.7,-60.0,62.2,56.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_POS_BH01,T26,POSITIVE_DRILLING_INTERSECTION,21.852194,80.383288,331.9,-60.0,51.8,60.1,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_POS_BH02,T26,POSITIVE_DRILLING_INTERSECTION,21.851059,80.382511,345.0,-60.0,64.5,58.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_POS_BH03,T26,POSITIVE_DRILLING_INTERSECTION,21.854834,80.384182,331.6,-60.0,89.6,46.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_NEG_BH01,T26,NEGATIVE_DRILLING_RESULT,21.854689,80.381671,337.1,-60.0,73.1,46.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_NEG_BH02,T26,NEGATIVE_DRILLING_RESULT,21.848631,80.381927,354.5,-60.0,75.2,64.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_NEG_BH03,T26,NEGATIVE_DRILLING_RESULT,21.851517,80.380597,328.2,-60.0,75.0,52.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_AMB_BH01,T26,AMBIGUOUS_DRILLING_RESULT,21.847466,80.382066,0.8,-60.0,74.4,69.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_AMB_BH02,T26,AMBIGUOUS_DRILLING_RESULT,21.850147,80.381758,335.4,-60.0,81.9,54.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T26_AMB_BH03,T26,AMBIGUOUS_DRILLING_RESULT,21.852783,80.380877,349.0,-60.0,60.2,55.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_POS_BH01,T27,POSITIVE_DRILLING_INTERSECTION,21.217095,79.076447,319.7,-60.0,73.3,58.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_POS_BH02,T27,POSITIVE_DRILLING_INTERSECTION,21.21521,79.071957,327.5,-60.0,63.7,62.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_POS_BH03,T27,POSITIVE_DRILLING_INTERSECTION,21.21566,79.077654,326.3,-60.0,87.9,57.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_NEG_BH01,T27,NEGATIVE_DRILLING_RESULT,21.219877,79.076409,337.7,-60.0,52.3,78.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_NEG_BH02,T27,NEGATIVE_DRILLING_RESULT,21.219651,79.079393,337.4,-60.0,52.2,60.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_NEG_BH03,T27,NEGATIVE_DRILLING_RESULT,21.217787,79.072152,346.8,-60.0,75.3,65.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_AMB_BH01,T27,AMBIGUOUS_DRILLING_RESULT,21.218271,79.07568,359.1,-60.0,69.0,50.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_AMB_BH02,T27,AMBIGUOUS_DRILLING_RESULT,21.217215,79.079481,339.0,-60.0,80.1,73.7,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T27_AMB_BH03,T27,AMBIGUOUS_DRILLING_RESULT,21.217318,79.075766,357.2,-60.0,50.5,48.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_POS_BH01,T28,POSITIVE_DRILLING_INTERSECTION,21.946319,80.122936,344.5,-60.0,56.8,75.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_POS_BH02,T28,POSITIVE_DRILLING_INTERSECTION,21.945788,80.123505,355.7,-60.0,56.2,57.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_POS_BH03,T28,POSITIVE_DRILLING_INTERSECTION,21.946529,80.122456,337.6,-60.0,69.0,58.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_NEG_BH01,T28,NEGATIVE_DRILLING_RESULT,21.947973,80.123629,333.9,-60.0,70.7,76.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_NEG_BH02,T28,NEGATIVE_DRILLING_RESULT,21.946284,80.122447,333.7,-60.0,98.9,61.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_NEG_BH03,T28,NEGATIVE_DRILLING_RESULT,21.949238,80.121985,332.9,-60.0,87.9,70.2,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_AMB_BH01,T28,AMBIGUOUS_DRILLING_RESULT,21.947803,80.122305,337.6,-60.0,76.3,72.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_AMB_BH02,T28,AMBIGUOUS_DRILLING_RESULT,21.944962,80.12067,335.8,-60.0,80.9,62.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T28_AMB_BH03,T28,AMBIGUOUS_DRILLING_RESULT,21.945903,80.122078,327.7,-60.0,60.8,56.5,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_POS_BH01,T29,POSITIVE_DRILLING_INTERSECTION,21.53366,79.64215,343.3,-60.0,80.1,69.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_POS_BH02,T29,POSITIVE_DRILLING_INTERSECTION,21.528231,79.644214,351.5,-60.0,85.8,69.3,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_POS_BH03,T29,POSITIVE_DRILLING_INTERSECTION,21.530454,79.642323,346.7,-60.0,97.6,60.0,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_NEG_BH01,T29,NEGATIVE_DRILLING_RESULT,21.527943,79.640627,342.1,-60.0,87.2,69.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_NEG_BH02,T29,NEGATIVE_DRILLING_RESULT,21.530045,79.642365,337.0,-60.0,98.4,59.9,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_NEG_BH03,T29,NEGATIVE_DRILLING_RESULT,21.531657,79.641078,327.1,-60.0,60.5,59.6,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
SIM_T29_AMB_BH01,T29,AMBIGUOUS_DRILLING_RESULT,21.528948,79.640127,340.0,-60.0,99.0,60.8,Sausar Group (Mansar Formation host),NMET-reported structure/depths + target prospectivity,SIMULATED
