sample_id,target_id,scenario,borehole_id,depth_from_m,depth_to_m,sample_type,mn_pct,fe_pct,sio2_pct,sample_quality,provenance
SIM_T11_NEG_BH02_003,T11,NEGATIVE_DRILLING_RESULT,SIM_T11_NEG_BH02,0.0,2.56,drill core (simulated),0.38,2.3,56.72,SIMULATED_ASSAY,SIMULATED
SIM_T11_NEG_BH02_004,T11,NEGATIVE_DRILLING_RESULT,SIM_T11_NEG_BH02,2.56,50.8,drill core (simulated),1.05,4.44,57.58,SIMULATED_ASSAY,SIMULATED
SIM_T11_NEG_BH03_005,T11,NEGATIVE_DRILLING_RESULT,SIM_T11_NEG_BH03,0.0,2.45,drill core (simulated),0.66,5.92,48.27,SIMULATED_ASSAY,SIMULATED
SIM_T11_NEG_BH03_006,T11,NEGATIVE_DRILLING_RESULT,SIM_T11_NEG_BH03,2.45,58.3,drill core (simulated),0.56,4.52,60.45,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH01_001,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH01,0.0,2.61,drill core (simulated),0.31,7.15,63.04,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH01_002,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH01,2.61,42.11,drill core (simulated),0.85,6.99,58.28,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH01_003,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH01,42.11,42.86,drill core (simulated),26.28,4.59,24.67,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH01_004,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH01,42.86,57.2,drill core (simulated),0.45,5.7,47.14,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH02_005,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH02,0.0,2.5,drill core (simulated),0.65,5.69,60.04,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH02_006,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH02,2.5,17.8,drill core (simulated),0.66,5.46,66.46,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH02_007,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH02,17.8,18.29,drill core (simulated),19.62,9.24,28.9,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH02_008,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH02,18.29,54.1,drill core (simulated),0.52,3.77,48.35,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH03_009,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH03,0.0,2.57,drill core (simulated),0.24,3.0,62.96,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH03_010,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH03,2.57,31.16,drill core (simulated),0.18,4.41,54.38,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH03_011,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH03,31.16,31.72,drill core (simulated),7.84,5.99,38.6,SIMULATED_ASSAY,SIMULATED
SIM_T11_AMB_BH03_012,T11,AMBIGUOUS_DRILLING_RESULT,SIM_T11_AMB_BH03,31.72,69.7,drill core (simulated),0.62,3.97,67.94,SIMULATED_ASSAY,SIMULATED
SIM_T12_SS01,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),14.21,6.62,55.92,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS02,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.27,4.95,52.47,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS03,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),10.62,4.93,52.59,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS04,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),22.36,6.45,43.03,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS05,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),13.92,5.8,47.92,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS06,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),18.43,4.89,43.22,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS07,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),10.73,6.74,51.86,SIMULATED_SCREENING,SIMULATED
SIM_T12_SS08,T12,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),26.63,4.38,42.52,SIMULATED_SCREENING,SIMULATED
SIM_T12_POS_BH01_001,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH01,0.0,2.25,drill core (simulated),0.37,3.95,51.95,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH01_002,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH01,2.25,11.78,drill core (simulated),0.32,5.18,55.46,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH01_003,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH01,11.78,13.56,drill core (simulated),32.73,5.97,18.6,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH01_004,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH01,13.56,62.4,drill core (simulated),0.29,4.3,66.62,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH02_005,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH02,0.0,2.53,drill core (simulated),0.64,5.21,49.09,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH02_006,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH02,2.53,17.94,drill core (simulated),0.17,2.14,65.72,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH02_007,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH02,17.94,19.83,drill core (simulated),24.81,5.91,24.52,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH02_008,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH02,19.83,59.1,drill core (simulated),0.35,5.74,63.73,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH03_009,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH03,0.0,2.92,drill core (simulated),0.1,4.92,57.32,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH03_010,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH03,2.92,52.54,drill core (simulated),0.57,4.79,51.16,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH03_011,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH03,52.54,54.46,drill core (simulated),32.45,6.24,19.13,SIMULATED_ASSAY,SIMULATED
SIM_T12_POS_BH03_012,T12,POSITIVE_DRILLING_INTERSECTION,SIM_T12_POS_BH03,54.46,82.6,drill core (simulated),0.65,6.93,59.05,SIMULATED_ASSAY,SIMULATED
SIM_T12_NEG_BH01_001,T12,NEGATIVE_DRILLING_RESULT,SIM_T12_NEG_BH01,0.0,2.93,drill core (simulated),0.22,4.96,55.23,SIMULATED_ASSAY,SIMULATED
SIM_T12_NEG_BH01_002,T12,NEGATIVE_DRILLING_RESULT,SIM_T12_NEG_BH01,2.93,77.0,drill core (simulated),0.32,8.69,56.59,SIMULATED_ASSAY,SIMULATED
SIM_T12_NEG_BH02_003,T12,NEGATIVE_DRILLING_RESULT,SIM_T12_NEG_BH02,0.0,2.6,drill core (simulated),0.67,6.12,57.0,SIMULATED_ASSAY,SIMULATED
SIM_T12_NEG_BH02_004,T12,NEGATIVE_DRILLING_RESULT,SIM_T12_NEG_BH02,2.6,53.1,drill core (simulated),0.48,5.17,48.29,SIMULATED_ASSAY,SIMULATED
SIM_T12_NEG_BH03_005,T12,NEGATIVE_DRILLING_RESULT,SIM_T12_NEG_BH03,0.0,2.92,drill core (simulated),0.18,4.19,63.33,SIMULATED_ASSAY,SIMULATED
SIM_T12_NEG_BH03_006,T12,NEGATIVE_DRILLING_RESULT,SIM_T12_NEG_BH03,2.92,71.7,drill core (simulated),0.27,6.24,68.52,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH01_001,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH01,0.0,2.65,drill core (simulated),0.29,5.58,64.4,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH01_002,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH01,2.65,38.69,drill core (simulated),0.42,4.13,57.66,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH01_003,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH01,38.69,39.16,drill core (simulated),15.41,5.84,33.2,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH01_004,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH01,39.16,82.2,drill core (simulated),0.27,6.01,64.6,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH02_005,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH02,0.0,2.32,drill core (simulated),0.15,4.05,49.74,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH02_006,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH02,2.32,61.61,drill core (simulated),0.33,5.01,54.8,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH02_007,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH02,61.61,62.2,drill core (simulated),13.7,7.17,33.54,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH02_008,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH02,62.2,76.3,drill core (simulated),0.6,5.45,48.76,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH03_009,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH03,0.0,2.13,drill core (simulated),0.63,4.84,60.96,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH03_010,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH03,2.13,46.91,drill core (simulated),0.53,5.11,65.18,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH03_011,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH03,46.91,47.67,drill core (simulated),16.69,6.87,32.07,SIMULATED_ASSAY,SIMULATED
SIM_T12_AMB_BH03_012,T12,AMBIGUOUS_DRILLING_RESULT,SIM_T12_AMB_BH03,47.67,55.4,drill core (simulated),0.57,4.15,51.73,SIMULATED_ASSAY,SIMULATED
SIM_T13_SS01,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),24.75,6.64,43.65,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS02,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.25,6.89,51.88,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS03,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.68,4.59,45.47,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS04,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),8.97,5.76,50.59,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS05,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),40.0,3.7,26.97,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS06,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),17.93,6.84,47.71,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS07,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),18.33,2.79,44.46,SIMULATED_SCREENING,SIMULATED
SIM_T13_SS08,T13,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),10.3,2.73,53.26,SIMULATED_SCREENING,SIMULATED
SIM_T13_POS_BH01_001,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH01,0.0,2.81,drill core (simulated),0.32,5.63,53.09,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH01_002,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH01,2.81,17.82,drill core (simulated),0.37,3.18,54.03,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH01_003,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH01,17.82,19.71,drill core (simulated),36.98,4.71,15.48,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH01_004,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH01,19.71,47.27,drill core (simulated),0.59,6.53,49.56,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH01_005,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH01,47.27,48.84,drill core (simulated),28.95,6.06,21.55,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH01_006,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH01,48.84,61.1,drill core (simulated),0.71,5.82,50.81,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH02_007,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH02,0.0,2.88,drill core (simulated),0.62,3.09,59.35,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH02_008,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH02,2.88,19.17,drill core (simulated),0.28,6.2,63.39,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH02_009,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH02,19.17,20.79,drill core (simulated),32.03,5.53,18.29,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH02_010,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH02,20.79,85.8,drill core (simulated),0.28,6.58,65.07,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH03_011,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH03,0.0,2.75,drill core (simulated),0.5,3.25,65.02,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH03_012,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH03,2.75,23.86,drill core (simulated),0.58,1.81,42.9,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH03_013,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH03,23.86,25.74,drill core (simulated),27.34,6.17,23.47,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH03_014,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH03,25.74,48.67,drill core (simulated),0.46,4.96,50.39,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH03_015,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH03,48.67,50.52,drill core (simulated),32.78,6.04,18.18,SIMULATED_ASSAY,SIMULATED
SIM_T13_POS_BH03_016,T13,POSITIVE_DRILLING_INTERSECTION,SIM_T13_POS_BH03,50.52,62.2,drill core (simulated),0.19,8.05,53.91,SIMULATED_ASSAY,SIMULATED
SIM_T13_NEG_BH01_001,T13,NEGATIVE_DRILLING_RESULT,SIM_T13_NEG_BH01,0.0,2.92,drill core (simulated),0.32,7.32,57.46,SIMULATED_ASSAY,SIMULATED
SIM_T13_NEG_BH01_002,T13,NEGATIVE_DRILLING_RESULT,SIM_T13_NEG_BH01,2.92,69.0,drill core (simulated),0.37,4.33,50.07,SIMULATED_ASSAY,SIMULATED
SIM_T13_NEG_BH02_003,T13,NEGATIVE_DRILLING_RESULT,SIM_T13_NEG_BH02,0.0,2.27,drill core (simulated),1.3,3.18,53.4,SIMULATED_ASSAY,SIMULATED
SIM_T13_NEG_BH02_004,T13,NEGATIVE_DRILLING_RESULT,SIM_T13_NEG_BH02,2.27,60.8,drill core (simulated),1.31,6.87,56.0,SIMULATED_ASSAY,SIMULATED
SIM_T13_NEG_BH03_005,T13,NEGATIVE_DRILLING_RESULT,SIM_T13_NEG_BH03,0.0,2.87,drill core (simulated),0.36,4.47,72.16,SIMULATED_ASSAY,SIMULATED
SIM_T13_NEG_BH03_006,T13,NEGATIVE_DRILLING_RESULT,SIM_T13_NEG_BH03,2.87,86.2,drill core (simulated),0.33,4.15,63.92,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH01_001,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH01,0.0,2.92,drill core (simulated),0.31,3.74,49.85,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH01_002,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH01,2.92,21.84,drill core (simulated),0.46,3.16,61.43,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH01_003,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH01,21.84,22.31,drill core (simulated),19.4,6.73,29.97,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH01_004,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH01,22.31,93.7,drill core (simulated),0.43,4.89,52.99,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH02_005,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH02,0.0,2.16,drill core (simulated),0.24,4.32,57.55,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH02_006,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH02,2.16,32.5,drill core (simulated),0.22,3.99,55.15,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH02_007,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH02,32.5,32.94,drill core (simulated),15.97,6.3,32.66,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH02_008,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH02,32.94,81.6,drill core (simulated),1.38,5.01,56.26,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH03_009,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH03,0.0,3.0,drill core (simulated),0.38,6.57,50.45,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH03_010,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH03,3.0,39.1,drill core (simulated),0.31,4.22,59.38,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH03_011,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH03,39.1,39.6,drill core (simulated),14.97,4.26,33.28,SIMULATED_ASSAY,SIMULATED
SIM_T13_AMB_BH03_012,T13,AMBIGUOUS_DRILLING_RESULT,SIM_T13_AMB_BH03,39.6,58.7,drill core (simulated),0.26,6.86,63.82,SIMULATED_ASSAY,SIMULATED
SIM_T14_SS01,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),10.09,6.59,50.31,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS02,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),30.35,5.71,34.69,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS03,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),12.49,5.94,55.46,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS04,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),14.63,5.05,52.79,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS05,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),15.71,3.45,45.75,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS06,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),16.29,6.46,55.06,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS07,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),19.71,5.34,49.2,SIMULATED_SCREENING,SIMULATED
SIM_T14_SS08,T14,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),11.88,4.82,48.39,SIMULATED_SCREENING,SIMULATED
SIM_T14_POS_BH01_001,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH01,0.0,2.39,drill core (simulated),0.49,5.08,53.98,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH01_002,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH01,2.39,66.07,drill core (simulated),0.29,6.9,51.25,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH01_003,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH01,66.07,68.03,drill core (simulated),37.93,8.96,15.14,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH01_004,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH01,68.03,82.4,drill core (simulated),0.4,5.38,56.63,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH02_005,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH02,0.0,2.81,drill core (simulated),0.37,9.01,53.34,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH02_006,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH02,2.81,40.81,drill core (simulated),0.34,4.92,53.81,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH02_007,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH02,40.81,42.41,drill core (simulated),35.31,7.01,17.21,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH02_008,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH02,42.41,63.7,drill core (simulated),0.29,4.07,52.74,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH03_009,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH03,0.0,2.56,drill core (simulated),0.19,6.04,61.39,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH03_010,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH03,2.56,20.61,drill core (simulated),0.2,4.46,53.66,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH03_011,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH03,20.61,22.13,drill core (simulated),24.12,4.77,24.85,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH03_012,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH03,22.13,28.72,drill core (simulated),0.4,6.59,57.31,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH03_013,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH03,28.72,30.62,drill core (simulated),25.33,7.54,24.61,SIMULATED_ASSAY,SIMULATED
SIM_T14_POS_BH03_014,T14,POSITIVE_DRILLING_INTERSECTION,SIM_T14_POS_BH03,30.62,55.7,drill core (simulated),0.32,4.54,64.98,SIMULATED_ASSAY,SIMULATED
SIM_T14_NEG_BH01_001,T14,NEGATIVE_DRILLING_RESULT,SIM_T14_NEG_BH01,0.0,2.28,drill core (simulated),0.55,5.7,64.1,SIMULATED_ASSAY,SIMULATED
SIM_T14_NEG_BH01_002,T14,NEGATIVE_DRILLING_RESULT,SIM_T14_NEG_BH01,2.28,51.7,drill core (simulated),0.21,6.5,71.4,SIMULATED_ASSAY,SIMULATED
SIM_T14_NEG_BH02_003,T14,NEGATIVE_DRILLING_RESULT,SIM_T14_NEG_BH02,0.0,2.5,drill core (simulated),0.39,4.33,49.28,SIMULATED_ASSAY,SIMULATED
SIM_T14_NEG_BH02_004,T14,NEGATIVE_DRILLING_RESULT,SIM_T14_NEG_BH02,2.5,87.8,drill core (simulated),0.82,4.27,63.22,SIMULATED_ASSAY,SIMULATED
SIM_T14_NEG_BH03_005,T14,NEGATIVE_DRILLING_RESULT,SIM_T14_NEG_BH03,0.0,2.29,drill core (simulated),0.46,5.51,60.91,SIMULATED_ASSAY,SIMULATED
SIM_T14_NEG_BH03_006,T14,NEGATIVE_DRILLING_RESULT,SIM_T14_NEG_BH03,2.29,80.8,drill core (simulated),0.25,5.28,63.23,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH01_001,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH01,0.0,2.27,drill core (simulated),0.49,5.59,55.06,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH01_002,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH01,2.27,51.38,drill core (simulated),0.1,3.77,56.12,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH01_003,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH01,51.38,51.94,drill core (simulated),22.19,5.73,27.07,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH01_004,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH01,51.94,97.2,drill core (simulated),0.31,6.44,51.21,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH02_005,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH02,0.0,2.56,drill core (simulated),0.32,5.42,56.7,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH02_006,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH02,2.56,39.07,drill core (simulated),0.32,5.93,54.5,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH02_007,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH02,39.07,39.6,drill core (simulated),19.18,5.34,29.63,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH02_008,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH02,39.6,67.8,drill core (simulated),0.44,6.41,70.37,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH03_009,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH03,0.0,2.92,drill core (simulated),0.44,4.76,63.18,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH03_010,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH03,2.92,76.23,drill core (simulated),0.3,2.59,62.64,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH03_011,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH03,76.23,76.72,drill core (simulated),15.51,7.17,32.65,SIMULATED_ASSAY,SIMULATED
SIM_T14_AMB_BH03_012,T14,AMBIGUOUS_DRILLING_RESULT,SIM_T14_AMB_BH03,76.72,93.3,drill core (simulated),0.64,5.1,61.51,SIMULATED_ASSAY,SIMULATED
SIM_T15_SS01,T15,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),7.75,4.52,54.8,SIMULATED_SCREENING,SIMULATED
SIM_T15_SS02,T15,POSITIVE_GEOCHEMICAL_SUPPORT,,0.0,0.2,soil / rock chip (simulated),13.59,4.7,52.44,SIMULATED_SCREENING,SIMULATED
